                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  2.508,                 4.4538,                 1.0321,                0.00174,                 0.1087,                0.00123,                0.00051,                 2.3408,                 4.2317,                 0.9447,              1.667e-05,              1.667e-05,              1.667e-05
                      2,                 2.5978,                 4.4688,                 1.0459,                0.00171,                0.10435,                 0.0012,                0.00051,                 2.3397,                 4.2334,                0.94601,             4.9515e-05,             4.9515e-05,             4.9515e-05
                      3,                 2.5323,                 4.4647,                 1.0446,                0.00162,                0.09565,                0.00114,                 0.0005,                 2.3381,                 4.2314,                0.94917,               8.17e-05,               8.17e-05,               8.17e-05
                      4,                 2.5677,                 4.4812,                 1.0364,                0.00305,                0.17391,                0.00306,                0.00129,                 2.3661,                  4.148,                0.88018,             0.00011323,             0.00011323,             0.00011323
                      5,                 2.3238,                 4.0506,                0.90323,                0.00469,                0.24783,                0.01794,                0.00629,                 2.4471,                 4.0843,                0.84591,             0.00014409,             0.00014409,             0.00014409
                      6,                 2.4051,                 3.4918,                 0.8326,                0.00533,                0.26087,                0.04139,                  0.013,                 2.2744,                 3.9472,                 0.7992,              0.0001743,              0.0001743,              0.0001743
                      7,                 2.3516,                 2.8801,                0.81153,                0.00566,                0.27826,                0.05406,                0.01365,                 2.0996,                 3.8214,                0.79427,             0.00020384,             0.00020384,             0.00020384
                      8,                 2.2009,                 2.5412,                0.76818,                0.00552,                0.26522,                0.07937,                0.02813,                 2.0501,                 3.7354,                0.79144,             0.00023273,             0.00023273,             0.00023273
                      9,                 2.1525,                 2.1823,                0.78718,                 0.0058,                   0.25,                0.07287,                0.02713,                 1.9816,                 3.7265,                0.80374,             0.00026095,             0.00026095,             0.00026095
                     10,                 2.0652,                  2.069,                0.79406,                 0.0059,                 0.2413,                0.06991,                0.02585,                 1.9504,                 3.7002,                0.80802,             0.00028852,             0.00028852,             0.00028852
                     11,                 2.0313,                 1.9622,                0.81283,                0.00665,                0.24783,                0.06967,                0.02211,                 1.8973,                  3.715,                0.78928,             0.00031543,             0.00031543,             0.00031543
                     12,                  1.918,                 1.8814,                0.76356,                0.00726,                0.24783,                0.06051,                0.02236,                 1.8939,                 3.7126,                0.79422,             0.00034167,             0.00034167,             0.00034167
                     13,                 1.9086,                  1.802,                0.77689,                0.00754,                 0.2413,                0.04728,                0.01542,                 1.9173,                 3.7405,                0.81456,             0.00036726,             0.00036726,             0.00036726
                     14,                 1.9249,                 1.7679,                0.78582,                0.00841,                0.25435,                0.02836,                0.01021,                 1.9159,                 3.6739,                0.77723,             0.00039219,             0.00039219,             0.00039219
                     15,                 1.8621,                 1.7363,                0.76108,                0.01007,                0.30225,                0.03763,                0.01215,                 1.8662,                 3.6147,                0.75223,             0.00041645,             0.00041645,             0.00041645
                     16,                 1.8927,                 1.6709,                 0.7636,                0.01087,                0.31964,                0.06696,                0.02018,                 1.7988,                  3.554,                0.73635,             0.00044006,             0.00044006,             0.00044006
                     17,                 1.8776,                 1.6112,                0.74746,                0.01109,                0.31522,                0.05889,                0.02013,                 1.8164,                 3.5245,                 0.7383,             0.00046301,             0.00046301,             0.00046301
                     18,                 1.8016,                 1.5352,                0.74791,                0.01027,                    0.3,                0.05399,                0.01954,                 1.8241,                 3.5005,                0.74993,             0.00048529,             0.00048529,             0.00048529
                     19,                 1.8279,                 1.5215,                0.74741,                0.00987,                0.30675,                0.06098,                 0.0213,                 1.8214,                 3.5244,                  0.737,             0.00050692,             0.00050692,             0.00050692
                     20,                 1.7276,                 1.4416,                0.73471,                0.00911,                0.28501,                 0.0689,                0.02719,                 1.8278,                 3.5583,                0.75537,             0.00052789,             0.00052789,             0.00052789
                     21,                 1.7085,                 1.4226,                0.72458,                0.00764,                0.23913,                0.06543,                0.02936,                 1.8328,                 3.6491,                0.76014,              0.0005482,              0.0005482,              0.0005482
                     22,                  1.747,                 1.4037,                0.72125,                0.00732,                0.24565,                0.06905,                0.03583,                 1.8663,                 3.6464,                0.77193,             0.00056784,             0.00056784,             0.00056784
                     23,                 1.6885,                 1.3805,                 0.7116,                0.00778,                 0.3114,                0.08955,                0.04993,                 1.8617,                 3.5323,                0.76504,             0.00058683,             0.00058683,             0.00058683
                     24,                 1.6699,                 1.3598,                0.71674,                0.00833,                0.42986,                0.10222,                0.05737,                 1.8749,                 3.5391,                0.76472,             0.00060516,             0.00060516,             0.00060516
                     25,                 1.6975,                 1.3471,                0.71674,                0.00838,                0.34649,                0.10589,                0.06167,                 1.8321,                 3.4945,                0.76551,             0.00062283,             0.00062283,             0.00062283
                     26,                 1.6789,                 1.3318,                 0.7186,                 0.0085,                0.28284,                0.09895,                0.05655,                 1.8646,                 3.5315,                 0.7701,             0.00063984,             0.00063984,             0.00063984
                     27,                 1.6396,                 1.3101,                0.70908,                 0.0084,                0.35774,                0.09293,                0.05641,                 1.8554,                 3.5256,                0.78286,             0.00065618,             0.00065618,             0.00065618
                     28,                 1.6977,                 1.2913,                0.71632,                0.01168,                0.59397,                0.12898,                0.07913,                  1.796,                 3.3057,                0.75247,             0.00067187,             0.00067187,             0.00067187
                     29,                 1.6705,                 1.3419,                0.71058,                0.01229,                0.56533,                0.15619,                0.08958,                 1.8246,                 3.2561,                0.75873,              0.0006869,              0.0006869,              0.0006869
                     30,                  1.606,                 1.2808,                 0.7011,                0.01051,                0.42738,                0.13098,                0.07652,                 1.8248,                 3.3289,                0.75494,             0.00070127,             0.00070127,             0.00070127
                     31,                 1.5901,                 1.2306,                0.69732,                0.00999,                0.44733,                0.11893,                0.07203,                 1.8136,                 3.3439,                0.75913,             0.00071498,             0.00071498,             0.00071498
                     32,                 1.5824,                 1.1925,                0.70447,                 0.0101,                0.48459,                0.13132,                0.07748,                 1.8167,                 3.3558,                0.76453,             0.00072803,             0.00072803,             0.00072803
                     33,                 1.6177,                  1.249,                0.70264,                0.00854,                0.45641,                0.09819,                0.06227,                 1.8226,                 3.5416,                0.77434,             0.00074042,             0.00074042,             0.00074042
                     34,                 1.5897,                 1.2299,                0.70816,                0.00982,                 0.5373,                0.12238,                0.07527,                 1.8326,                 3.4174,                0.77914,             0.00075215,             0.00075215,             0.00075215
                     35,                 1.6067,                 1.2234,                0.70135,                0.01144,                0.63768,                0.20385,                 0.1043,                 1.8368,                 3.1626,                0.77586,             0.00076322,             0.00076322,             0.00076322
                     36,                 1.6202,                 1.2448,                 0.7097,                0.01168,                0.69451,                0.33389,                0.14905,                 1.8544,                 3.0332,                0.78509,             0.00077362,             0.00077362,             0.00077362
                     37,                 1.5651,                  1.213,                0.70476,                0.94482,                0.08764,                0.33553,                0.14023,                 1.8568,                 3.0643,                0.78548,             0.00078337,             0.00078337,             0.00078337
                     38,                 1.5547,                 1.1555,                0.69108,                      1,                0.06418,                0.39478,                0.17767,                 1.7904,                 2.9802,                0.76493,             0.00079246,             0.00079246,             0.00079246
                     39,                 1.6327,                 1.1875,                0.70076,                0.93919,                0.12561,                0.41042,                0.19959,                 1.7648,                 2.9687,                0.75068,             0.00080089,             0.00080089,             0.00080089
                     40,                 1.5119,                 1.1627,                0.68898,                      1,                0.05396,                0.43275,                0.18482,                 1.7629,                 2.7862,                 0.7545,             0.00080866,             0.00080866,             0.00080866
