                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.7692,                 5.2408,                 1.2882,                0.00275,                0.16364,                0.00176,                0.00055,                  2.953,                 4.3053,                 1.0433,                      0,                      0,                      0
                      2,                 3.9683,                 5.1963,                 1.3661,                0.00267,                0.15909,                0.00168,                0.00053,                 2.9718,                 4.3107,                 1.0473,             1.9802e-05,             1.9802e-05,             1.9802e-05
                      3,                 3.7984,                 5.1075,                 1.3163,                0.00267,                0.15909,                 0.0017,                0.00053,                 2.9879,                 4.3155,                 1.0503,             3.9208e-05,             3.9208e-05,             3.9208e-05
                      4,                  3.832,                 5.1777,                 1.3335,                0.00268,                0.15909,                 0.0017,                0.00054,                 2.9965,                 4.3198,                 1.0521,             5.8218e-05,             5.8218e-05,             5.8218e-05
                      5,                 3.9153,                 5.1875,                 1.3708,                0.00268,                0.15909,                0.00173,                0.00056,                 3.0091,                 4.3267,                 1.0549,             7.6832e-05,             7.6832e-05,             7.6832e-05
                      6,                 4.0598,                 5.1689,                 1.3756,                0.00268,                0.15909,                0.00173,                0.00054,                 3.0244,                 4.3353,                 1.0587,              9.505e-05,              9.505e-05,              9.505e-05
                      7,                 3.5833,                 4.8436,                 1.3006,                0.00261,                0.15455,                0.00172,                0.00053,                 3.0375,                 4.3411,                 1.0617,             0.00011287,             0.00011287,             0.00011287
                      8,                 3.9259,                 5.4643,                  1.309,                0.00263,                0.15455,                0.00173,                0.00053,                 3.0517,                 4.3421,                 1.0651,              0.0001303,              0.0001303,              0.0001303
                      9,                 3.8214,                 5.1086,                 1.3449,                0.00263,                0.15455,                0.00173,                0.00052,                 3.0706,                 4.3495,                 1.0682,             0.00014733,             0.00014733,             0.00014733
                     10,                 3.9094,                 5.2546,                 1.3468,                0.00256,                   0.15,                0.00168,                0.00051,                 3.0751,                 4.3504,                 1.0703,             0.00016396,             0.00016396,             0.00016396
                     11,                 3.9436,                 5.2244,                 1.3334,                0.00374,                0.20455,                0.00369,                0.00085,                 2.9048,                 4.2662,                0.97849,              0.0001802,              0.0001802,              0.0001802
                     12,                 3.1745,                 4.2455,                 1.0302,                0.00339,                0.18636,                0.00442,                  0.001,                 3.1865,                 4.2612,                0.95829,             0.00019604,             0.00019604,             0.00019604
                     13,                 3.0974,                 3.9393,                0.96645,                0.00422,                0.24545,                0.00724,                0.00171,                 3.0989,                 4.1681,                 0.9539,             0.00021149,             0.00021149,             0.00021149
                     14,                 2.9417,                 3.5419,                0.95085,                0.00441,                0.26818,                0.00643,                0.00187,                 2.7263,                 4.0719,                0.94751,             0.00022654,             0.00022654,             0.00022654
                     15,                 2.8514,                 3.1283,                0.94572,                0.00873,                0.53636,                0.00862,                0.00271,                 2.6049,                 4.0202,                0.94548,             0.00024119,             0.00024119,             0.00024119
                     16,                 2.8148,                 2.8681,                0.94618,                0.00949,                0.61818,                0.00798,                0.00266,                 2.6382,                 4.0113,                0.95813,             0.00025545,             0.00025545,             0.00025545
                     17,                 2.7795,                 2.4235,                0.93168,                0.00917,                0.65455,                 0.0083,                0.00287,                 2.6487,                   3.94,                0.96159,             0.00026931,             0.00026931,             0.00026931
                     18,                 2.7386,                 2.2952,                 0.9297,                0.00875,                0.65455,                0.00827,                0.00285,                 2.7047,                 3.8692,                0.95468,             0.00028278,             0.00028278,             0.00028278
                     19,                 2.6759,                 2.2198,                0.92688,                0.00855,                0.63636,                0.00778,                0.00254,                 2.8306,                 3.8754,                0.95573,             0.00029585,             0.00029585,             0.00029585
                     20,                 2.7009,                 2.2433,                0.91825,                0.00894,                0.64091,                0.00791,                0.00259,                 2.8577,                 3.9104,                0.95111,             0.00030852,             0.00030852,             0.00030852
