                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.2324,                 3.9419,                 1.0898,                0.00789,                0.52273,                0.00835,                0.00227,                 3.0449,                 4.6989,                 1.0229,                0.00028,                0.00028,                0.00028
                      2,                 3.1302,                 2.7095,                0.99352,                0.00965,                0.58182,                0.00859,                0.00273,                 2.8725,                 5.0918,                0.98568,             0.00057809,             0.00057809,             0.00057809
                      3,                 3.1203,                 2.1457,                 0.9325,                0.01035,                0.55455,                 0.0139,                0.00483,                 2.3595,                 4.4662,                0.96783,             0.00087419,             0.00087419,             0.00087419
                      4,                 2.9268,                 2.0606,                0.95632,                0.01016,                0.55909,                 0.1239,                 0.0377,                 2.6197,                 3.8727,                 1.0168,              0.0011683,              0.0011683,              0.0011683
                      5,                 2.8296,                  2.064,                0.91775,                0.53752,                0.10039,                0.22646,                0.06369,                 2.9351,                 3.0849,                 1.0624,              0.0014605,              0.0014605,              0.0014605
                      6,                 2.7758,                 1.7046,                0.95867,                0.48052,                0.42727,                 0.3233,                0.09229,                 2.6136,                 2.4016,                0.97516,              0.0017506,              0.0017506,              0.0017506
                      7,                 2.7641,                 1.7162,                0.96996,                0.54607,                0.39918,                0.38657,                0.11571,                 2.6396,                 2.3197,                0.95694,              0.0019604,              0.0019604,              0.0019604
                      8,                 2.6359,                 1.7284,                0.92639,                0.59585,                0.46818,                0.42145,                0.12157,                 2.5013,                  2.023,                0.97072,              0.0019604,              0.0019604,              0.0019604
                      9,                 2.5589,                 1.6006,                0.93929,                0.54349,                0.48182,                0.41237,                0.11855,                 2.3808,                 1.9127,                0.95501,              0.0019538,              0.0019538,              0.0019538
                     10,                  2.674,                 1.6217,                0.93956,                0.55769,                0.46364,                0.45603,                0.14688,                 2.5441,                 2.0124,                0.96551,              0.0019472,              0.0019472,              0.0019472
                     11,                 2.7222,                 1.5115,                0.91198,                0.58746,                0.52273,                0.49876,                0.16753,                 2.2329,                  1.664,                0.93173,              0.0019406,              0.0019406,              0.0019406
                     12,                 2.6175,                 1.4204,                0.91956,                0.65409,                0.52727,                0.51939,                 0.1753,                 2.3838,                 1.7915,                0.93161,               0.001934,               0.001934,               0.001934
