                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1231,                 4.2078,                 1.2365,                0.00568,                0.28338,                0.00743,                0.00323,                 1.6152,                 4.1632,                0.97673,             0.00020006,             0.00020006,             0.00020006
                      2,                 1.8489,                 2.1078,                0.97776,                 0.0102,                0.40807,                0.05056,                0.03143,                 1.7584,                 3.7797,                0.99778,             0.00041236,             0.00041236,             0.00041236
                      3,                 1.8175,                 1.5363,                 1.0042,                0.01415,                0.62256,                0.20201,                0.11347,                 1.4943,                 3.3329,                0.97434,             0.00062254,             0.00062254,             0.00062254
                      4,                 1.6946,                 1.6044,                 1.0003,                0.00811,                0.61868,                0.17469,                0.09289,                 1.5311,                 3.3342,                  1.001,             0.00083059,             0.00083059,             0.00083059
                      5,                  1.682,                 1.3901,                  1.009,                0.00906,                0.76216,                0.31026,                0.14772,                 1.6062,                 3.1107,                0.99789,              0.0010365,              0.0010365,              0.0010365
                      6,                 1.6629,                 1.2829,                0.98953,                0.98336,                0.11067,                0.43925,                0.18201,                 1.6823,                 2.6008,                 1.0216,              0.0012403,              0.0012403,              0.0012403
                      7,                 1.6393,                 1.2385,                0.99111,                0.65253,                0.28898,                0.39393,                0.18964,                 1.6842,                  2.182,                 1.0375,              0.0013866,              0.0013866,              0.0013866
                      8,                 1.5471,                 1.4332,                 0.9488,                0.81601,                0.29581,                0.40098,                0.19706,                 1.4877,                  1.782,                0.99899,              0.0013866,              0.0013866,              0.0013866
                      9,                 1.5252,                 1.1612,                0.98738,                0.68024,                 0.4987,                0.61935,                0.30094,                  1.564,                 1.4871,                0.99805,              0.0013795,              0.0013795,              0.0013795
                     10,                 1.5561,                 1.1131,                0.97496,                0.58975,                0.48573,                0.50209,                 0.2657,                  1.557,                 1.4051,                 1.0024,              0.0013724,              0.0013724,              0.0013724
                     11,                  1.554,                 1.0975,                0.97111,                0.73512,                0.56605,                0.60888,                0.28459,                 1.7022,                 1.5156,                 1.0231,              0.0013653,              0.0013653,              0.0013653
                     12,                 1.5782,                 1.0633,                0.96691,                0.68417,                 0.5818,                0.64333,                0.31752,                 1.4494,                 1.3421,                 1.0046,              0.0013583,              0.0013583,              0.0013583
                     13,                 1.4538,                 1.2094,                0.89933,                0.66169,                 0.6399,                0.64071,                0.30193,                 1.6079,                 1.3491,                 1.0106,              0.0013512,              0.0013512,              0.0013512
                     14,                 1.4568,                 1.0204,                0.96568,                0.75894,                 0.6833,                0.69279,                 0.3446,                 1.4016,                 1.1629,                0.96099,              0.0013441,              0.0013441,              0.0013441
                     15,                 1.4755,                  1.032,                0.96429,                0.86716,                0.68377,                0.72896,                0.34795,                 1.3567,                 1.2853,                0.95692,               0.001337,               0.001337,               0.001337
                     16,                 1.4288,                0.93268,                 0.9585,                  0.601,                0.67539,                0.69809,                0.36984,                 1.3045,                 1.2311,                 0.9366,                0.00133,                0.00133,                0.00133
                     17,                 1.4289,                0.90193,                0.93231,                 0.7655,                0.62919,                0.70144,                0.37012,                 1.3346,                 1.2106,                0.95015,              0.0013229,              0.0013229,              0.0013229
                     18,                 1.4104,                0.92603,                0.94527,                0.92997,                 0.5225,                0.74127,                0.39889,                 1.3187,                 1.1931,                0.94522,              0.0013158,              0.0013158,              0.0013158
                     19,                 1.3104,                 1.0572,                0.87383,                 0.8929,                0.73911,                0.73961,                0.43308,                 1.1706,                 1.0403,                0.92714,              0.0013087,              0.0013087,              0.0013087
                     20,                 1.3374,                 1.0849,                0.88729,                0.77146,                0.66437,                0.71399,                0.38334,                 1.4635,                 1.1491,                0.96853,              0.0013017,              0.0013017,              0.0013017
                     21,                 1.4854,                0.96678,                0.93883,                0.55615,                0.72263,                0.69078,                0.40043,                 1.2839,                  1.146,                0.95711,              0.0012946,              0.0012946,              0.0012946
                     22,                 1.3873,                0.89468,                0.93245,                0.89002,                0.66057,                0.70569,                0.37531,                 1.3774,                 1.0896,                 0.9678,              0.0012875,              0.0012875,              0.0012875
                     23,                  1.357,                0.85565,                0.91788,                0.84538,                0.68508,                0.72618,                0.37748,                 1.2121,                0.95092,                0.93116,              0.0012805,              0.0012805,              0.0012805
                     24,                 1.3707,                0.86428,                0.91205,                0.67282,                0.74045,                0.72266,                0.40335,                 1.3078,                0.96362,                0.94265,              0.0012734,              0.0012734,              0.0012734
                     25,                 1.3437,                0.81485,                 0.9293,                0.83107,                0.64828,                0.73542,                 0.4211,                 1.1988,                0.91403,                0.92003,              0.0012663,              0.0012663,              0.0012663
                     26,                 1.2024,                0.94954,                0.86809,                0.90934,                0.69918,                0.77493,                0.45878,                 1.2618,                0.87417,                0.92989,              0.0012592,              0.0012592,              0.0012592
                     27,                 1.3581,                0.83504,                0.94238,                0.86007,                0.66221,                0.74117,                0.39977,                 1.3013,                0.93789,                0.93272,              0.0012522,              0.0012522,              0.0012522
                     28,                 1.2566,                 0.8898,                0.87428,                0.91816,                0.59921,                0.70097,                0.38133,                 1.2081,                0.94965,                0.92151,              0.0012451,              0.0012451,              0.0012451
                     29,                 1.2208,                0.86161,                0.84928,                0.93813,                0.60157,                0.71855,                0.36793,                 1.2718,                 1.1683,                0.93516,               0.001238,               0.001238,               0.001238
                     30,                 1.4005,                 0.8673,                 0.9235,                0.93014,                0.54077,                0.68044,                0.34756,                 1.1515,                 1.6732,                0.93703,              0.0012309,              0.0012309,              0.0012309
                     31,                 1.3296,                0.82582,                 0.9169,                 0.9091,                0.71085,                0.75445,                0.37466,                 1.2077,                0.96069,                0.93698,              0.0012239,              0.0012239,              0.0012239
                     32,                 1.3071,                0.81718,                0.92608,                 0.9236,                0.61525,                0.77586,                0.40667,                 1.2053,                0.97667,                0.94924,              0.0012168,              0.0012168,              0.0012168
                     33,                 1.3082,                0.81261,                0.91483,                0.85667,                0.74744,                0.77486,                0.41183,                 1.2456,                0.85847,                0.93977,              0.0012097,              0.0012097,              0.0012097
                     34,                 1.3162,                0.81312,                0.92062,                0.86434,                0.76875,                0.76675,                0.43974,                 1.2545,                0.87642,                0.93849,              0.0012026,              0.0012026,              0.0012026
                     35,                 1.2464,                0.75861,                0.91286,                0.91876,                0.72644,                0.79265,                0.39254,                 1.3861,                 0.9143,                 0.9781,              0.0011956,              0.0011956,              0.0011956
                     36,                 1.2896,                0.77586,                0.92025,                0.81101,                0.71753,                 0.7728,                0.41514,                 1.2495,                0.82409,                0.93598,              0.0011885,              0.0011885,              0.0011885
                     37,                 1.2904,                0.77841,                0.91309,                0.77573,                0.69925,                0.76702,                0.42155,                 1.2607,                0.81632,                0.92524,              0.0011814,              0.0011814,              0.0011814
                     38,                 1.2727,                0.75998,                0.91188,                0.86175,                0.70424,                0.77062,                0.46895,                 1.2413,                0.86041,                0.92141,              0.0011744,              0.0011744,              0.0011744
                     39,                 1.2126,                 0.7358,                0.90281,                0.89079,                0.66192,                0.78443,                0.48368,                 1.3632,                0.90682,                0.93761,              0.0011673,              0.0011673,              0.0011673
                     40,                 1.2795,                0.75688,                0.90908,                0.89002,                 0.7158,                0.78507,                0.45624,                 1.4074,                 0.8073,                0.94718,              0.0011602,              0.0011602,              0.0011602
                     41,                 1.1349,                0.79663,                0.86071,                0.87406,                 0.7271,                0.77117,                0.45057,                 1.3459,                 0.8151,                0.93381,              0.0011531,              0.0011531,              0.0011531
                     42,                 1.1858,                0.71268,                0.90631,                0.82841,                0.70551,                0.76831,                0.47404,                 1.3493,                0.74055,                 0.9476,              0.0011461,              0.0011461,              0.0011461
                     43,                  1.258,                0.74364,                 0.9105,                 0.7915,                0.73222,                0.77098,                0.48716,                 1.2372,                0.81933,                0.93419,               0.001139,               0.001139,               0.001139
                     44,                 1.1917,                0.73271,                0.90671,                0.82398,                0.75855,                0.77741,                0.45961,                 1.1367,                0.73827,                0.93673,              0.0011319,              0.0011319,              0.0011319
                     45,                 1.2434,                0.73067,                0.90474,                0.84763,                 0.7444,                0.76941,                0.45209,                 1.1907,                0.78146,                0.92954,              0.0011248,              0.0011248,              0.0011248
                     46,                  1.258,                0.76211,                0.89385,                0.84796,                0.69949,                0.76622,                0.45575,                 1.2334,                 0.7524,                 0.9283,              0.0011178,              0.0011178,              0.0011178
                     47,                 1.2816,                0.74346,                0.90616,                0.84966,                0.74769,                0.79733,                0.49028,                 1.1633,                0.77361,                0.91589,              0.0011107,              0.0011107,              0.0011107
                     48,                 1.2427,                0.72979,                0.89913,                0.94264,                0.67231,                0.79514,                0.49242,                 1.2002,                0.74768,                0.91426,              0.0011036,              0.0011036,              0.0011036
                     49,                 1.2485,                 0.7102,                0.90233,                 0.9151,                 0.7233,                 0.7797,                0.48258,                 1.2647,                0.77716,                0.91526,              0.0010965,              0.0010965,              0.0010965
                     50,                 1.2063,                 0.7194,                0.88741,                0.78063,                0.73788,                0.78857,                0.49971,                 1.1481,                0.73102,                0.90319,              0.0010895,              0.0010895,              0.0010895
                     51,                 1.2183,                0.75977,                0.90401,                0.87794,                0.75879,                0.80739,                0.50672,                 1.1578,                0.72404,                0.91299,              0.0010824,              0.0010824,              0.0010824
                     52,                 1.2494,                   0.85,                0.88203,                0.87655,                0.71452,                0.79606,                0.45807,                 1.1402,                0.82117,                0.90758,              0.0010753,              0.0010753,              0.0010753
                     53,                 1.2011,                0.70362,                0.89564,                0.82877,                 0.7641,                0.79004,                0.47743,                 1.1922,                0.73078,                0.90942,              0.0010682,              0.0010682,              0.0010682
                     54,                 1.2224,                0.72827,                 0.9023,                0.87193,                0.76077,                 0.7925,                0.45949,                 1.1939,                0.68955,                   0.91,              0.0010612,              0.0010612,              0.0010612
                     55,                 1.2312,                0.73487,                0.89597,                0.85598,                0.75255,                0.78593,                0.47971,                 1.2029,                0.75246,                0.91615,              0.0010541,              0.0010541,              0.0010541
                     56,                    1.2,                 0.6881,                0.88864,                0.86111,                0.75107,                0.79575,                0.46755,                  1.201,                0.70197,                0.91601,               0.001047,               0.001047,               0.001047
                     57,                 1.1856,                0.70659,                0.92197,                 0.8246,                0.74233,                0.77922,                0.47806,                 1.0907,                0.65913,                0.89998,                0.00104,                0.00104,                0.00104
                     58,                 1.0856,                0.67405,                0.83471,                0.81749,                0.70352,                0.75837,                0.45917,                 1.1528,                0.68997,                0.90789,              0.0010329,              0.0010329,              0.0010329
                     59,                 1.1989,                0.72358,                 0.9044,                0.88757,                0.72853,                0.77663,                0.45113,                 1.1979,                0.71578,                 0.9247,              0.0010258,              0.0010258,              0.0010258
                     60,                 1.1884,                0.69969,                0.90019,                0.91982,                0.69713,                0.78894,                0.46252,                 1.1993,                0.70933,                0.92235,              0.0010187,              0.0010187,              0.0010187
                     61,                 1.1585,                0.68514,                0.88847,                0.93232,                0.71056,                0.76168,                0.45381,                 1.2571,                0.75767,                0.93529,              0.0010117,              0.0010117,              0.0010117
                     62,                  1.146,                0.69014,                0.89793,                 0.8984,                0.70078,                0.74649,                0.41781,                 1.1756,                0.84027,                0.93217,              0.0010046,              0.0010046,              0.0010046
                     63,                 1.2057,                 0.6937,                0.89087,                0.93354,                0.69875,                 0.7428,                0.42299,                 1.1519,                0.68786,                 0.9229,             0.00099751,             0.00099751,             0.00099751
                     64,                 1.1605,                0.69795,                0.89538,                 0.8642,                0.73369,                 0.7711,                 0.4452,                 1.2413,                0.70252,                0.93435,             0.00099044,             0.00099044,             0.00099044
                     65,                 1.1444,                0.67263,                0.87625,                0.89028,                0.73458,                0.79291,                0.48102,                   1.22,                0.69584,                0.91899,             0.00098337,             0.00098337,             0.00098337
                     66,                 1.1918,                 0.6817,                0.89806,                0.89687,                0.71018,                0.77762,                0.45836,                 1.2156,                0.72249,                0.92877,             0.00097629,             0.00097629,             0.00097629
                     67,                 1.1962,                0.70849,                0.89434,                0.93729,                0.68352,                0.77848,                0.49348,                 1.2025,                0.71156,                0.93159,             0.00096922,             0.00096922,             0.00096922
                     68,                 1.1431,                0.65742,                0.88747,                0.87842,                0.70234,                0.77537,                0.43765,                 1.1513,                0.71977,                0.91676,             0.00096215,             0.00096215,             0.00096215
                     69,                 1.1233,                0.66436,                0.88655,                0.93057,                0.63635,                0.77343,                0.43054,                 1.1895,                0.73578,                  0.918,             0.00095507,             0.00095507,             0.00095507
                     70,                 1.0921,                0.63993,                0.88787,                0.95692,                0.71326,                0.80461,                0.49577,                 1.1932,                0.69028,                0.92543,               0.000948,               0.000948,               0.000948
                     71,                 1.1035,                0.64976,                0.88582,                0.94599,                0.71908,                0.79801,                0.47514,                 1.1785,                0.69382,                0.92762,             0.00094093,             0.00094093,             0.00094093
                     72,                 1.2071,                0.68804,                0.87577,                0.92383,                0.70044,                0.79321,                0.48755,                 1.1463,                0.72072,                0.91589,             0.00093385,             0.00093385,             0.00093385
                     73,                 1.1459,                0.65259,                0.89114,                0.89334,                0.71074,                0.79046,                0.49077,                 1.2069,                0.72712,                0.91915,             0.00092678,             0.00092678,             0.00092678
                     74,                 1.1982,                0.67953,                0.90176,                0.96164,                0.68132,                0.79267,                 0.5039,                 1.1885,                0.69152,                0.91465,              0.0009197,              0.0009197,              0.0009197
                     75,                 1.1077,                0.66175,                0.87484,                0.88025,                0.75871,                 0.8161,                0.52294,                 1.0651,                0.70828,                0.90552,             0.00091263,             0.00091263,             0.00091263
                     76,                 1.1308,                0.65153,                0.87634,                0.92244,                0.71677,                 0.7949,                0.49747,                 1.0905,                0.71522,                0.89895,             0.00090556,             0.00090556,             0.00090556
                     77,                 1.0938,                0.63649,                0.87603,                 0.9194,                0.73777,                0.80826,                0.49933,                 1.0242,                0.69792,                0.89319,             0.00089848,             0.00089848,             0.00089848
                     78,                  1.101,                0.63836,                0.87031,                0.91434,                0.75269,                0.79124,                0.47435,                 1.1602,                0.71314,                0.90718,             0.00089141,             0.00089141,             0.00089141
                     79,                 1.0908,                0.66036,                0.89127,                0.93162,                0.73474,                0.80023,                0.45842,                 1.1658,                0.74111,                0.90342,             0.00088434,             0.00088434,             0.00088434
                     80,                 1.1359,                0.63733,                0.88581,                0.94464,                0.72473,                0.79298,                0.51684,                 1.1537,                0.67439,                0.90332,             0.00087726,             0.00087726,             0.00087726
                     81,                 1.1469,                0.65073,                0.87533,                0.77915,                 0.7641,                0.77597,                0.46856,                 1.0973,                0.70097,                0.89428,             0.00087019,             0.00087019,             0.00087019
                     82,                  1.065,                0.63905,                0.87718,                0.94951,                 0.6663,                0.78721,                0.50343,                  1.032,                0.64484,                0.89395,             0.00086312,             0.00086312,             0.00086312
                     83,                 1.1321,                0.64626,                0.87578,                0.94894,                0.71559,                0.81462,                0.52764,                  1.078,                0.65056,                0.90238,             0.00085604,             0.00085604,             0.00085604
                     84,                 1.0786,                0.64336,                0.86288,                0.80293,                0.76901,                0.81401,                0.51655,                 1.0877,                0.64228,                0.90244,             0.00084897,             0.00084897,             0.00084897
                     85,                 1.1343,                0.63906,                0.88688,                0.83465,                0.76143,                0.80803,                0.53797,                 1.0006,                0.62749,                0.88827,              0.0008419,              0.0008419,              0.0008419
                     86,                 1.1694,                0.72824,                0.89298,                0.90882,                 0.7229,                0.78771,                0.51474,                 1.0685,                0.66544,                 0.8951,             0.00083482,             0.00083482,             0.00083482
