                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.3934,                 4.8387,                 1.1686,                 0.0019,                0.60957,                0.00293,                0.00161,                 1.4974,                 4.0447,                0.89187,                      0,                      0,                      0
                      2,                 2.3468,                 4.9335,                 1.1549,                0.00187,                 0.6034,                0.00279,                0.00142,                 1.5031,                 4.0419,                0.89225,             1.6505e-05,             1.6505e-05,             1.6505e-05
                      3,                 2.2828,                 4.8129,                 1.1603,                 0.0018,                0.59105,                0.00264,                 0.0015,                 1.5071,                 4.0382,                0.89245,              3.268e-05,              3.268e-05,              3.268e-05
                      4,                 2.4553,                 4.8408,                 1.1836,                0.00161,                0.56019,                0.00298,                0.00173,                 1.5163,                  4.039,                 0.8941,             4.8525e-05,             4.8525e-05,             4.8525e-05
                      5,                 2.2976,                 4.9052,                 1.1725,                0.00165,                0.56636,                0.00269,                0.00147,                 1.5193,                 4.0378,                0.89449,             6.4039e-05,             6.4039e-05,             6.4039e-05
                      6,                 2.3222,                 4.8467,                 1.1657,                0.00162,                0.61034,                 0.0025,                0.00133,                  1.524,                 4.0422,                 0.8952,             7.9224e-05,             7.9224e-05,             7.9224e-05
                      7,                 2.3199,                  4.792,                 1.1581,                0.00146,                0.53549,                0.00386,                0.00145,                 1.5287,                 4.0424,                0.89585,             9.4079e-05,             9.4079e-05,             9.4079e-05
                      8,                 2.3329,                 4.8407,                 1.1664,                0.00135,                0.51698,                0.00412,                0.00161,                 1.5333,                 4.0418,                0.89711,              0.0001086,              0.0001086,              0.0001086
                      9,                  2.508,                 4.8823,                 1.1816,                0.00134,                0.56713,                0.00311,                0.00151,                 1.5322,                 4.0456,                0.89848,              0.0001228,              0.0001228,              0.0001228
                     10,                 2.2724,                 4.7948,                 1.1445,                0.00272,                0.83951,                0.10622,                0.05004,                  1.741,                 4.0528,                0.89566,             0.00013666,             0.00013666,             0.00013666
                     11,                 2.0522,                 4.3649,                 1.0164,                 0.0034,                0.95062,                0.28373,                0.17527,                 1.9044,                  4.057,                0.91168,              0.0001502,              0.0001502,              0.0001502
                     12,                  2.056,                 4.1013,                0.98773,                0.00361,                0.97531,                0.25743,                0.17548,                  1.748,                 4.0012,                0.89347,              0.0001634,              0.0001634,              0.0001634
                     13,                 2.0023,                 3.8354,                0.96688,                0.00379,                0.98765,                0.27007,                 0.1577,                 1.6613,                  3.943,                0.87992,             0.00017628,             0.00017628,             0.00017628
                     14,                  1.991,                 3.3841,                0.93283,                0.00404,                0.99383,                 0.2735,                0.10491,                 1.6493,                 3.8913,                0.88108,             0.00018882,             0.00018882,             0.00018882
                     15,                 1.9319,                 2.9799,                0.92593,                0.00425,                0.99383,                0.08695,                0.03882,                 1.6805,                  3.824,                0.88605,             0.00020103,             0.00020103,             0.00020103
                     16,                 1.8817,                 2.6043,                0.92084,                0.00441,                0.99383,                0.31478,                 0.0639,                 1.6541,                 3.7402,                0.88028,             0.00021292,             0.00021292,             0.00021292
                     17,                 1.7575,                 2.0872,                0.91684,                0.00452,                      1,                0.33443,                0.09885,                 1.5309,                 3.6424,                0.87112,             0.00022447,             0.00022447,             0.00022447
