                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0692,                 4.0365,                 1.0222,                0.00394,                0.96296,                 0.2074,                0.11381,                 1.3687,                 3.7789,                0.87935,             0.00023338,             0.00023338,             0.00023338
                      2,                 1.9425,                 2.5808,                0.96292,                0.00379,                0.95679,                0.02479,                0.01111,                 1.4977,                  3.628,                0.89933,             0.00048104,             0.00048104,             0.00048104
                      3,                 1.9628,                 1.9559,                0.93824,                0.00421,                0.98765,                0.02504,                 0.0118,                 1.5088,                 3.4799,                0.88926,             0.00072622,             0.00072622,             0.00072622
                      4,                 1.8591,                 2.1408,                0.96086,                0.00379,                0.95062,                0.30018,                0.18813,                  1.501,                 3.2766,                0.93246,             0.00096892,             0.00096892,             0.00096892
                      5,                 1.7386,                 1.9004,                 0.9586,                0.82551,                0.25068,                0.68349,                0.38088,                 1.7191,                 2.7283,                0.99524,              0.0012092,              0.0012092,              0.0012092
                      6,                 1.7339,                 1.6441,                0.97008,                0.93161,                0.58377,                0.76021,                0.39977,                 1.7503,                 2.0877,                 1.0286,              0.0014469,              0.0014469,              0.0014469
                      7,                 1.7631,                  1.598,                0.95848,                0.76737,                 0.3006,                0.55418,                0.29356,                 1.6526,                 2.5424,                  0.977,              0.0016175,              0.0016175,              0.0016175
                      8,                 1.6014,                 1.6559,                0.89534,                0.69534,                0.67885,                0.77569,                0.37595,                 1.9317,                 1.5588,                 1.0335,              0.0016175,              0.0016175,              0.0016175
                      9,                 1.6151,                 1.6162,                0.87597,                0.60494,                0.84396,                0.81139,                0.43818,                 1.4885,                 1.3952,                0.96067,              0.0016092,              0.0016092,              0.0016092
                     10,                 1.6867,                   1.45,                0.94881,                0.68058,                0.85216,                0.73802,                0.31899,                 1.7429,                 1.8969,                 1.0206,               0.001601,               0.001601,               0.001601
                     11,                 1.8373,                 1.3231,                0.93918,                0.76655,                0.65046,                0.66696,                0.37125,                 1.5368,                 1.2856,                0.96489,              0.0015927,              0.0015927,              0.0015927
                     12,                 1.7791,                 1.3067,                0.94305,                  0.829,                0.90046,                 0.8437,                0.47348,                 1.4676,                 1.0177,                0.96554,              0.0015845,              0.0015845,              0.0015845
                     13,                 1.6816,                 1.3119,                0.94177,                0.70714,                0.74077,                0.76812,                0.31018,                 1.5648,                 1.1861,                0.96185,              0.0015762,              0.0015762,              0.0015762
                     14,                 1.5846,                 1.1488,                0.92935,                0.71641,                0.70244,                0.81748,                0.42296,                 1.5123,                 1.1858,                0.93972,               0.001568,               0.001568,               0.001568
                     15,                 1.5811,                 1.1529,                0.92289,                0.75606,                0.80094,                0.86429,                0.43637,                 1.3861,                  1.015,                0.92865,              0.0015597,              0.0015597,              0.0015597
                     16,                 1.5235,                 1.0575,                0.93933,                0.72388,                0.79785,                  0.723,                0.37057,                 1.5654,                 1.1009,                0.95398,              0.0015515,              0.0015515,              0.0015515
                     17,                 1.6091,                 1.0892,                0.91609,                0.52101,                0.78149,                 0.7114,                 0.2765,                 1.8236,                 1.3297,                 0.9869,              0.0015432,              0.0015432,              0.0015432
                     18,                 1.6714,                 1.1365,                0.95218,                0.62963,                0.84505,                0.74336,                0.32285,                 1.5832,                  1.157,                0.97417,               0.001535,               0.001535,               0.001535
                     19,                 1.4763,                 1.0449,                0.85529,                0.85933,                0.78078,                0.79592,                 0.4274,                 1.4619,                0.98312,                0.95634,              0.0015267,              0.0015267,              0.0015267
                     20,                 1.6596,                 1.0607,                0.91236,                0.70217,                0.82674,                0.75885,                0.47337,                 1.4133,                0.89388,                0.93916,              0.0015185,              0.0015185,              0.0015185
                     21,                 1.6184,                0.98276,                0.96281,                 0.7533,                0.80368,                0.78809,                0.48078,                 1.2809,                0.84138,                0.92245,              0.0015102,              0.0015102,              0.0015102
                     22,                 1.6437,                 1.0021,                0.94874,                0.78742,                0.91283,                0.86305,                 0.4939,                 1.2948,                0.82853,                0.92657,               0.001502,               0.001502,               0.001502
                     23,                 1.6355,                0.98754,                0.92318,                0.91626,                0.91281,                 0.9219,                0.53743,                 1.3255,                0.78148,                0.93845,              0.0014937,              0.0014937,              0.0014937
                     24,                 1.4937,                0.91707,                0.93336,                 0.7895,                 0.8045,                0.81089,                0.49482,                 1.3224,                 1.0673,                0.93804,              0.0014855,              0.0014855,              0.0014855
                     25,                 1.5435,                0.89796,                0.92672,                0.86182,                0.76814,                0.84151,                0.53568,                 1.2574,                0.90153,                0.92926,              0.0014772,              0.0014772,              0.0014772
                     26,                 1.5352,                 1.0111,                 0.9629,                0.86649,                0.77546,                0.81842,                0.50559,                 1.5056,                0.91542,                0.92624,               0.001469,               0.001469,               0.001469
                     27,                 1.5309,                0.94914,                0.89052,                0.87396,                0.76929,                0.83214,                 0.4786,                 1.3634,                0.88146,                0.92803,              0.0014607,              0.0014607,              0.0014607
                     28,                 1.4922,                0.90773,                0.92001,                0.84256,                0.81391,                0.86185,                0.45239,                 1.4346,                0.82483,                0.94389,              0.0014525,              0.0014525,              0.0014525
                     29,                 1.3723,                0.86368,                 0.8914,                0.79131,                0.80369,                0.86038,                0.48475,                 1.4142,                0.83201,                0.94137,              0.0014442,              0.0014442,              0.0014442
                     30,                 1.4262,                0.84237,                0.90315,                0.81955,                0.82657,                0.84282,                0.50691,                 1.3981,                0.82088,                0.91468,               0.001436,               0.001436,               0.001436
                     31,                 1.3859,                0.81991,                0.88488,                0.80752,                0.83258,                0.83152,                0.51538,                 1.4333,                0.77156,                0.92801,              0.0014277,              0.0014277,              0.0014277
                     32,                 1.5325,                 0.8589,                0.90421,                0.87316,                0.80888,                0.86824,                0.49001,                 1.5352,                0.86774,                0.93842,              0.0014195,              0.0014195,              0.0014195
                     33,                 1.4501,                0.85098,                0.91001,                 0.8859,                 0.8288,                0.86713,                0.48818,                 1.2666,                0.82008,                0.91296,              0.0014112,              0.0014112,              0.0014112
                     34,                 1.4901,                0.90381,                0.91113,                0.82863,                0.86883,                 0.8619,                0.47093,                 1.4725,                0.83843,                0.92734,              0.0014029,              0.0014029,              0.0014029
                     35,                 1.5237,                0.83887,                 0.9041,                0.84079,                0.86265,                0.86229,                0.53371,                 1.3206,                0.81451,                0.91031,              0.0013947,              0.0013947,              0.0013947
                     36,                   1.48,                0.82211,                0.90208,                 0.7881,                0.90333,                0.86863,                0.52188,                 1.2036,                0.76107,                0.89432,              0.0013864,              0.0013864,              0.0013864
                     37,                 1.4686,                0.78764,                 0.9119,                0.87494,                0.77524,                0.87517,                0.54031,                 1.3515,                0.75154,                0.90872,              0.0013782,              0.0013782,              0.0013782
                     38,                 1.4371,                0.78746,                0.90001,                0.88005,                0.83657,                0.86058,                0.55691,                 1.2638,                  0.767,                0.89464,              0.0013699,              0.0013699,              0.0013699
                     39,                 1.4288,                0.81593,                0.87591,                0.79135,                0.84229,                0.86502,                0.54786,                 1.3761,                0.77993,                 0.9173,              0.0013617,              0.0013617,              0.0013617
                     40,                 1.4349,                0.80009,                0.90952,                0.83483,                0.84414,                0.85155,                0.51882,                 1.4738,                0.84111,                0.91186,              0.0013534,              0.0013534,              0.0013534
                     41,                 1.4426,                0.79455,                 0.8952,                0.84984,                0.84198,                0.86672,                0.58365,                 1.3483,                0.80993,                0.90343,              0.0013452,              0.0013452,              0.0013452
                     42,                 1.4478,                0.74046,                0.88581,                 0.7513,                0.80633,                0.82695,                0.53958,                 1.3906,                 1.2919,                0.90616,              0.0013369,              0.0013369,              0.0013369
                     43,                 1.3753,                0.75374,                0.87134,                0.85417,                0.86265,                 0.8751,                0.55514,                 1.2934,                0.78864,                0.90376,              0.0013287,              0.0013287,              0.0013287
                     44,                 1.3344,                0.77948,                0.92067,                0.90798,                0.92515,                0.89688,                0.55364,                  1.425,                0.72923,                0.91333,              0.0013204,              0.0013204,              0.0013204
                     45,                 1.2901,                0.67752,                0.89001,                0.91544,                0.85885,                 0.9198,                0.55622,                 1.2344,                0.71406,                   0.89,              0.0013122,              0.0013122,              0.0013122
                     46,                 1.3775,                0.72171,                0.92204,                0.83734,                0.95439,                0.90084,                0.51338,                 1.2799,                0.78568,                0.89221,              0.0013039,              0.0013039,              0.0013039
                     47,                 1.3572,                0.78133,                0.88081,                0.88328,                0.83468,                0.84726,                0.53116,                 1.3069,                0.92613,                0.89251,              0.0012957,              0.0012957,              0.0012957
                     48,                  1.413,                0.78211,                0.88242,                 0.8737,                0.92751,                0.90321,                0.54905,                  1.361,                0.79773,                0.91204,              0.0012874,              0.0012874,              0.0012874
                     49,                 1.4296,                0.72793,                0.87077,                0.88564,                 0.9879,                0.92419,                0.55692,                 1.3252,                0.69541,                0.90464,              0.0012792,              0.0012792,              0.0012792
                     50,                 1.3973,                0.74568,                0.86629,                0.91912,                0.89931,                0.88266,                 0.5516,                 1.3008,                0.75278,                0.91282,              0.0012709,              0.0012709,              0.0012709
                     51,                 1.2827,                0.74427,                0.84346,                0.86996,                0.91063,                0.84201,                0.52602,                 1.3145,                0.75871,                 0.9112,              0.0012627,              0.0012627,              0.0012627
                     52,                 1.2703,                0.74639,                0.81446,                 0.8556,                0.90364,                0.88189,                0.56377,                 1.3264,                0.68518,                0.90196,              0.0012544,              0.0012544,              0.0012544
                     53,                 1.3725,                0.75755,                0.88094,                0.90214,                 0.9132,                0.90515,                 0.5393,                 1.3146,                0.70971,                0.90719,              0.0012462,              0.0012462,              0.0012462
                     54,                 1.3469,                0.72432,                0.86557,                0.87028,                0.91529,                0.89897,                0.52405,                 1.3654,                0.71529,                0.91094,              0.0012379,              0.0012379,              0.0012379
                     55,                 1.3488,                0.71366,                0.87774,                0.85014,                0.92515,                0.87155,                 0.5386,                 1.2083,                0.66443,                0.89463,              0.0012297,              0.0012297,              0.0012297
                     56,                  1.372,                0.76297,                0.87255,                0.79052,                0.91958,                0.86835,                0.51911,                 1.3469,                0.74705,                0.89742,              0.0012214,              0.0012214,              0.0012214
                     57,                 1.3221,                0.75335,                0.87596,                0.82539,                0.85662,                0.83804,                0.53695,                 1.2833,                0.69124,                 0.8925,              0.0012132,              0.0012132,              0.0012132
                     58,                 1.1854,                0.67941,                0.81548,                0.83463,                0.92367,                0.85768,                0.53845,                 1.3121,                0.74322,                0.89222,              0.0012049,              0.0012049,              0.0012049
                     59,                 1.3201,                0.74061,                0.88851,                0.85059,                0.91474,                0.87975,                0.53357,                 1.3576,                0.69981,                0.89211,              0.0011967,              0.0011967,              0.0011967
                     60,                 1.2701,                0.68688,                0.85674,                0.87553,                0.85648,                0.88173,                 0.5453,                 1.3007,                0.74556,                  0.887,              0.0011884,              0.0011884,              0.0011884
                     61,                 1.3396,                0.73309,                0.87075,                 0.8008,                0.91116,                0.87167,                0.49692,                 1.5966,                0.75338,                0.92597,              0.0011802,              0.0011802,              0.0011802
                     62,                 1.3361,                0.70707,                0.88958,                0.83617,                0.88413,                0.88955,                0.54482,                 1.2744,                0.69331,                  0.885,              0.0011719,              0.0011719,              0.0011719
