fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.41754,0.01201,0.01168,0.78205,0.00031,3.13844,0.69535,5.03313,0.36273,1.57318,0.011,0.54852,0.39986,0.0,0.07697,0.37735,0.0,0.0,0.0,0.42186,0.0,0.88523,0.0,0.0
0.15832,0.01212,0.01202,0.84286,0.0004,3.12339,0.69983,6.29935,0.60546,1.31756,0.01234,0.60757,0.38877,0.0,0.08342,0.37808,0.0,0.0,0.0,0.42793,0.0,0.93768,0.0,0.0
0.36126,0.01212,0.00966,0.76336,0.0003,3.14066,0.69535,5.39804,0.3662,1.74893,0.011,0.64385,0.40401,0.0,0.07373,0.38629,0.0,0.0,0.0,0.41701,0.0,0.81164,0.0,0.0
0.13444,0.01212,0.01223,0.73255,0.00026,3.41544,0.60952,5.11996,0.485,1.47216,0.01266,0.51153,0.44912,0.0,0.07311,0.27112,0.0,0.0,0.0,0.4835,0.0,0.65731,0.0,0.0
0.30134,0.01359,0.01244,0.80206,0.00037,3.24426,0.72634,5.03313,0.40483,1.73522,0.01132,0.51676,0.42399,0.0,0.05952,0.45898,0.0,0.0,0.0,0.36549,0.0,0.90025,0.0,0.0
0.47176,0.01092,0.01169,0.81465,0.00039,3.01666,0.75864,6.64622,0.6751,1.28335,0.01161,0.60917,0.40401,0.0,0.08594,0.37808,0.0,0.0,0.0,0.37032,0.0,1.0,0.0,0.0
0.29188,0.01359,0.01362,0.80631,0.00048,2.99569,0.74091,6.49359,0.61918,1.29391,0.01077,0.6143,0.44608,0.0,0.08922,0.30742,0.0,0.0,0.0,0.4042,0.0,0.89642,0.0,0.0
0.14422,0.01313,0.01097,0.77315,0.0003,2.73211,0.6903,5.03313,0.34201,1.65936,0.00889,0.72028,0.46516,0.0,0.07519,0.21048,0.0,0.0,0.0,0.43225,0.0,1.0,0.0,0.0
0.25072,0.01038,0.00955,0.91012,0.00039,3.80865,0.72019,8.13248,0.60571,1.19987,0.01128,0.54963,0.35747,0.0,0.07804,0.39969,0.0,0.0,0.0,0.40438,0.0,1.0,0.0,0.0
0.33907,0.01244,0.01202,0.78327,0.00031,2.99638,0.67705,5.03313,0.37062,1.54616,0.011,0.45956,0.41919,0.0,0.07532,0.37808,0.0,0.0,0.0,0.44767,0.0,0.86064,0.0,0.0
0.35427,0.01226,0.0084,0.87207,0.00035,3.11603,0.84749,6.53301,0.56752,1.67208,0.01245,0.46571,0.52429,0.0,0.08594,0.40478,0.0,0.0,0.0,0.34885,0.0,0.95324,0.0,0.0
0.18037,0.01028,0.0093,0.86952,0.00036,3.77023,0.80117,7.0324,0.5052,1.28013,0.01071,0.57921,0.44899,0.0,0.10834,0.33018,0.0,0.0,0.0,0.33656,0.0,1.0,0.0,0.0
0.47567,0.0105,0.01011,0.86952,0.00042,2.82565,0.8128,7.75183,0.57943,1.13563,0.01066,0.6143,0.41892,0.0,0.08594,0.37049,0.0,0.0,0.0,0.35436,0.0,0.99211,0.0,0.0
0.40011,0.0105,0.00994,0.85728,0.00042,3.32949,0.71839,6.84826,0.53944,1.32639,0.01188,0.5984,0.41146,0.0,0.10067,0.36303,0.0,0.0,0.0,0.39724,0.0,1.0,0.0,0.0
0.33502,0.01212,0.01169,0.85996,0.00042,3.11603,0.66685,6.53301,0.59193,1.35246,0.01331,0.60667,0.38738,0.0,0.07422,0.34741,0.0,0.0,0.0,0.43225,0.0,0.95905,0.0,0.0
0.41613,0.0105,0.00931,0.86795,0.0004,3.32949,0.79737,6.84826,0.53985,1.24731,0.01208,0.61131,0.41146,0.0,0.08605,0.3641,0.0,0.0,0.0,0.35493,0.0,0.99754,0.0,0.0
0.31424,0.01192,0.0121,0.86056,0.0004,3.11603,0.63211,6.53301,0.62216,1.2878,0.01268,0.61241,0.42228,0.0,0.09228,0.37808,0.0,0.0,0.0,0.44466,0.0,0.93421,0.0,0.0
0.27635,0.01102,0.0133,0.81633,0.0003,2.99779,0.70523,5.03313,0.36312,1.56073,0.01134,0.53259,0.42496,0.0,0.07386,0.37348,0.0,0.0,0.0,0.40147,0.0,0.94709,0.0,0.0
0.44249,0.01221,0.01175,0.78453,0.0003,3.00091,0.69602,5.04613,0.36683,1.55433,0.011,0.54353,0.40582,0.0,0.07232,0.37808,0.0,0.0,0.0,0.43225,0.0,0.88523,0.0,0.0
0.24941,0.01089,0.00915,0.85823,0.0004,3.3737,0.77171,6.74542,0.54526,1.30304,0.01004,0.66207,0.38065,0.0,0.08733,0.34557,0.0,0.0,0.0,0.37316,0.0,1.0,0.0,0.0
0.13623,0.01275,0.01169,0.86669,0.00044,3.23967,0.85372,6.68273,0.76172,1.18295,0.00938,0.6143,0.43251,0.0,0.09237,0.44843,0.0,0.0,0.0,0.60965,0.0,1.0,0.0,0.0
0.39292,0.01317,0.01017,0.85509,0.00036,2.19107,0.55325,6.88451,0.6021,1.15299,0.01205,0.6143,0.32273,0.0,0.11539,0.36538,0.0,0.0,0.0,0.27614,0.0,1.0,0.0,0.0
0.49534,0.01516,0.01327,0.75139,0.00036,3.41506,0.77658,5.4665,0.41714,1.53021,0.01191,0.68329,0.40401,0.0,0.06328,0.41169,0.0,0.0,0.0,0.35691,0.0,0.80322,0.0,0.0
0.1587,0.01169,0.0108,0.86125,0.00038,3.35997,0.72019,7.13913,0.59504,1.34931,0.01288,0.6143,0.40401,0.0,0.08373,0.35735,0.0,0.0,0.0,0.42606,0.0,0.90461,0.0,0.0
0.13899,0.01009,0.00921,0.86827,0.00031,4.42182,0.80117,6.84826,0.58001,1.24731,0.00802,0.66162,0.41146,0.0,0.06913,0.41095,0.0,0.0,0.0,0.39149,0.0,1.0,0.0,0.0
0.49018,0.01286,0.012,0.78394,0.0003,2.98352,0.71091,4.99564,0.36249,1.5536,0.01044,0.54417,0.40711,0.0,0.07311,0.39698,0.0,0.0,0.0,0.46863,0.0,0.84539,0.0,0.0
0.38589,0.01084,0.01387,0.84286,0.00032,3.25869,0.65576,6.53301,0.69279,1.04273,0.01288,0.65893,0.41338,0.0,0.09855,0.37808,0.0,0.0,0.0,0.39109,0.0,0.76357,0.0,0.0
0.33195,0.01498,0.01157,0.87835,0.00036,2.46377,0.81574,5.51238,0.59563,1.61632,0.01242,0.80537,0.36674,0.0,0.08594,0.36376,0.0,0.0,0.0,0.49495,0.0,0.96701,0.0,0.0
0.34699,0.01252,0.01179,0.77432,0.0003,2.9977,0.70075,5.06218,0.3662,1.46647,0.01124,0.56501,0.41957,0.0,0.07289,0.37808,0.0,0.0,0.0,0.46265,0.0,0.88714,0.0,0.0
0.36893,0.01212,0.01128,0.8462,0.0004,3.27,0.69535,6.26069,0.57964,1.34896,0.01173,0.56612,0.40547,0.0,0.08466,0.37548,0.0,0.0,0.0,0.44174,0.0,0.96518,0.0,0.0
0.4772,0.01211,0.01169,0.78632,0.0003,2.97338,0.67816,5.04951,0.37125,1.5663,0.01092,0.54836,0.40401,0.0,0.0739,0.37372,0.0,0.0,0.0,0.43225,0.0,0.88773,0.0,0.0
0.05497,0.01145,0.01169,0.84812,0.0004,3.18251,0.69535,6.45366,0.61531,1.28618,0.01201,0.59523,0.38302,0.0,0.08675,0.37808,0.0,0.0,0.0,0.43754,0.0,0.89016,0.0,0.0
0.28288,0.01222,0.01171,0.84293,0.0004,3.10999,0.70198,6.49113,0.59504,1.29531,0.01231,0.61515,0.40397,0.0,0.08613,0.37915,0.0,0.0,0.0,0.43385,0.0,0.93422,0.0,0.0
0.29363,0.01463,0.01377,0.85063,0.0004,3.11209,0.76081,6.43987,0.59504,1.29391,0.01282,0.5749,0.35533,0.0,0.07862,0.37698,0.0,0.0,0.0,0.37517,0.0,0.90381,0.0,0.0
0.33052,0.01212,0.01158,0.76941,0.0003,2.61147,0.66254,5.03313,0.41319,1.79331,0.01501,0.62969,0.37624,0.0,0.06399,0.38205,0.0,0.0,0.0,0.43225,0.0,1.0,0.0,0.0
0.41036,0.01216,0.01172,0.78912,0.0003,3.1504,0.74216,4.81862,0.35611,1.52963,0.00957,0.49081,0.40401,0.0,0.06926,0.35951,0.0,0.0,0.0,0.43987,0.0,0.83777,0.0,0.0
0.26436,0.01735,0.01169,0.80936,0.0004,3.11673,0.52437,3.99891,0.32233,1.89602,0.00948,0.75283,0.4377,0.0,0.08302,0.37808,0.0,0.0,0.0,0.47223,0.0,1.0,0.0,0.0
0.14313,0.01212,0.01129,0.80901,0.0004,3.72919,0.69538,5.87228,0.66178,1.46455,0.01271,0.57594,0.36114,0.0,0.08249,0.3561,0.0,0.0,0.0,0.43225,0.0,0.9398,0.0,0.0
0.18326,0.01067,0.00951,0.8551,0.00041,3.46157,0.82256,6.63539,0.54786,1.27507,0.01227,0.64897,0.39539,0.0,0.08312,0.38364,0.0,0.0,0.0,0.35757,0.0,0.98723,0.0,0.0
0.39519,0.01212,0.00973,0.78674,0.00027,2.73396,0.71242,5.34544,0.34564,1.44036,0.01404,0.46331,0.39256,0.0,0.07653,0.40384,0.0,0.0,0.0,0.43225,0.0,0.88523,0.0,0.0
0.10294,0.01249,0.01335,0.80152,0.00031,2.7118,0.69535,5.32551,0.38025,1.45719,0.01086,0.53496,0.40623,0.0,0.07672,0.38881,0.0,0.0,0.0,0.38838,0.0,0.88523,0.0,0.0
0.32127,0.01104,0.01234,0.82999,0.00029,2.80272,0.62218,5.59594,0.35688,1.57208,0.011,0.54325,0.40401,0.0,0.06898,0.37808,0.0,0.0,0.0,0.39742,0.0,1.0,0.0,0.0
0.39338,0.01341,0.01324,0.78532,0.0002,2.9977,0.62422,5.03313,0.3662,1.13255,0.01012,0.57892,0.48161,0.0,0.08864,0.30306,0.0,0.0,0.0,0.3013,0.0,0.88321,0.0,0.0
0.24577,0.01183,0.01202,0.84155,0.0004,3.03073,0.69535,6.53301,0.59504,1.24614,0.0133,0.54862,0.36938,0.0,0.09641,0.39254,0.0,0.0,0.0,0.41151,0.0,0.90851,0.0,0.0
0.35138,0.01504,0.01169,0.84286,0.00048,3.11603,0.67858,6.53301,0.59504,1.25255,0.0125,0.6143,0.37028,0.0,0.08207,0.37808,0.0,0.0,0.0,0.38189,0.0,0.93858,0.0,0.0
0.38223,0.01217,0.01169,0.78674,0.0003,3.01526,0.73554,4.89067,0.37342,1.73674,0.011,0.54417,0.40401,0.0,0.06531,0.37808,0.0,0.0,0.0,0.43225,0.0,0.88523,0.0,0.0
0.15893,0.01212,0.01088,0.94304,0.0004,3.16543,0.69535,7.0066,0.50343,0.99468,0.01131,0.43124,0.42482,0.0,0.07996,0.37808,0.0,0.0,0.0,0.41442,0.0,0.93858,0.0,0.0
0.36417,0.01212,0.01169,0.80384,0.00028,2.9977,0.8105,5.04574,0.37408,1.71932,0.0102,0.50383,0.3631,0.0,0.07026,0.35231,0.0,0.0,0.0,0.41105,0.0,0.95738,0.0,0.0
0.13812,0.01419,0.01169,0.77397,0.00035,3.04164,0.76963,5.69434,0.3662,1.46753,0.01015,0.54417,0.33628,0.0,0.06385,0.44757,0.0,0.0,0.0,0.38493,0.0,0.62216,0.0,0.0
0.47506,0.01073,0.0098,0.86445,0.0004,3.51334,0.7893,6.91027,0.55102,1.2726,0.01208,0.6143,0.42251,0.0,0.08594,0.39165,0.0,0.0,0.0,0.34492,0.0,0.99211,0.0,0.0
0.42965,0.01212,0.01192,0.78674,0.00028,3.48346,0.75211,5.05233,0.36375,1.39008,0.011,0.46397,0.43122,0.0,0.0819,0.37358,0.0,0.0,0.0,0.45165,0.0,0.88523,0.0,0.0
0.2592,0.01415,0.00951,0.74972,0.0003,3.12018,0.7283,5.27313,0.39914,1.56073,0.00911,0.54417,0.29694,0.0,0.08064,0.37583,0.0,0.0,0.0,0.43225,0.0,0.7534,0.0,0.0
0.35494,0.01065,0.00982,0.88049,0.00034,3.15523,0.69535,6.83,0.58369,1.29391,0.01095,0.54374,0.40249,0.0,0.08962,0.39437,0.0,0.0,0.0,0.39372,0.0,0.87516,0.0,0.0
0.30635,0.01321,0.01113,0.80573,0.0004,2.66117,0.64553,7.74923,0.53752,1.29391,0.01231,0.64084,0.40401,0.0,0.08594,0.39169,0.0,0.0,0.0,0.36736,0.0,0.88756,0.0,0.0
0.14267,0.0113,0.01173,0.7942,0.00032,2.70036,0.77097,6.69739,0.3662,1.37474,0.0109,0.52166,0.35393,0.0,0.05155,0.26806,0.0,0.0,0.0,0.4129,0.0,0.83954,0.0,0.0
0.17587,0.01252,0.01169,0.76492,0.0003,3.14271,0.78303,4.8913,0.35652,1.5299,0.01002,0.54417,0.38225,0.0,0.07705,0.36685,0.0,0.0,0.0,0.46111,0.0,0.86769,0.0,0.0
0.39667,0.01212,0.01169,0.74129,0.00028,3.38405,0.58857,5.03313,0.37665,1.25573,0.0107,0.54417,0.3877,0.0,0.08532,0.36166,0.0,0.0,0.0,0.4881,0.0,0.87659,0.0,0.0
0.31882,0.01335,0.01022,0.8802,0.0004,2.8235,0.50234,7.89213,0.47668,1.29391,0.01207,0.65747,0.35024,0.0,0.08645,0.40568,0.0,0.0,0.0,0.48737,0.0,0.93858,0.0,0.0
0.45055,0.01216,0.01189,0.82541,0.00037,3.11603,0.69103,6.53301,0.59671,1.37933,0.01231,0.66833,0.40401,0.0,0.07665,0.38093,0.0,0.0,0.0,0.4699,0.0,0.91218,0.0,0.0
0.40515,0.01212,0.01146,0.83814,0.00041,3.12349,0.69549,6.53301,0.58556,1.28121,0.01243,0.61385,0.39924,0.0,0.08594,0.3855,0.0,0.0,0.0,0.44066,0.0,0.94091,0.0,0.0
0.04951,0.01223,0.01095,0.77741,0.00029,2.9977,0.70887,4.73921,0.35617,1.91576,0.01159,0.54386,0.37357,0.0,0.06608,0.40674,0.0,0.0,0.0,0.4094,0.0,0.86548,0.0,0.0
0.10505,0.01253,0.01213,0.84286,0.00039,2.98247,0.66933,6.53301,0.59534,1.29391,0.01274,0.56882,0.36742,0.0,0.08594,0.39831,0.0,0.0,0.0,0.41176,0.0,1.0,0.0,0.0
0.09729,0.01155,0.0116,0.75773,0.0003,3.51151,0.69535,4.90278,0.32775,1.56073,0.01105,0.54417,0.40401,0.0,0.07311,0.40983,0.0,0.0,0.0,0.39041,0.0,0.88523,0.0,0.0
0.40273,0.01212,0.01146,0.85521,0.0004,2.92558,0.70301,5.9934,0.70357,1.27841,0.01254,0.62217,0.40229,0.0,0.07474,0.47366,0.0,0.0,0.0,0.3786,0.0,1.0,0.0,0.0
0.19183,0.01031,0.01136,0.88007,0.0004,3.85782,0.69535,7.21273,0.59504,1.29391,0.01526,0.66719,0.40401,0.0,0.10986,0.38131,0.0,0.0,0.0,0.45811,0.0,0.83358,0.0,0.0
0.40636,0.0126,0.01192,0.87991,0.00042,2.97201,0.89933,5.21614,0.59504,1.21707,0.01165,0.70893,0.47389,0.0,0.08594,0.40267,0.0,0.0,0.0,0.43418,0.0,1.0,0.0,0.0
0.37988,0.01125,0.01169,0.82893,0.00045,3.34641,0.61227,6.53301,0.56275,1.19933,0.01031,0.59629,0.43426,0.0,0.1152,0.34585,0.0,0.0,0.0,0.35193,0.0,0.81734,0.0,0.0
0.27848,0.01448,0.01183,0.84222,0.00041,3.11603,0.70438,6.94764,0.59504,1.28233,0.01231,0.65225,0.39614,0.0,0.08682,0.34342,0.0,0.0,0.0,0.46052,0.0,1.0,0.0,0.0
0.18621,0.01212,0.01188,0.78552,0.00032,3.45559,0.72842,5.03313,0.39595,1.64574,0.01228,0.61436,0.44621,0.0,0.07311,0.37808,0.0,0.0,0.0,0.46187,0.0,0.98605,0.0,0.0
0.01027,0.01234,0.01237,0.79976,0.00033,2.45608,0.66977,5.03313,0.52092,1.56073,0.01061,0.49238,0.46494,0.0,0.08333,0.37808,0.0,0.0,0.0,0.49705,0.0,0.91208,0.0,0.0
0.29127,0.01214,0.01169,0.84582,0.0004,3.1105,0.68667,6.61329,0.60568,1.29391,0.01231,0.6143,0.41329,0.0,0.08355,0.37808,0.0,0.0,0.0,0.43225,0.0,0.93224,0.0,0.0
0.22344,0.01,0.01023,0.73078,0.00033,2.20692,0.79106,6.19322,0.41027,1.84848,0.01303,0.45679,0.34855,0.0,0.05507,0.27387,0.0,0.0,0.0,0.43422,0.0,0.7647,0.0,0.0
0.28734,0.01086,0.0093,0.88063,0.00039,3.27117,0.80818,6.84826,0.5575,1.2388,0.01205,0.63198,0.40411,0.0,0.08594,0.36488,0.0,0.0,0.0,0.34868,0.0,1.0,0.0,0.0
0.33836,0.01212,0.01285,0.80072,0.00036,3.22336,0.69535,8.9536,0.61308,1.45513,0.01437,0.6143,0.33368,0.0,0.0805,0.3916,0.0,0.0,0.0,0.41535,0.0,1.0,0.0,0.0
0.18956,0.01212,0.01609,0.92508,0.00051,2.07432,0.69535,6.34116,0.41848,1.30138,0.00952,0.35587,0.46519,0.0,0.11022,0.3461,0.0,0.0,0.0,0.36869,0.0,1.0,0.0,0.0
0.1874,0.01173,0.01169,0.86007,0.0004,3.11603,0.7356,6.95068,0.56192,1.19263,0.01153,0.63584,0.38758,0.0,0.08594,0.36276,0.0,0.0,0.0,0.38869,0.0,0.98529,0.0,0.0
0.27194,0.01355,0.0131,0.8489,0.00047,3.02139,0.5942,5.70632,0.59504,1.18464,0.01485,0.63553,0.37029,0.0,0.08225,0.39937,0.0,0.0,0.0,0.38909,0.0,1.0,0.0,0.0
0.12135,0.01212,0.01169,0.86462,0.00027,2.24773,0.66798,4.92811,0.3572,1.68881,0.00967,0.55389,0.37679,0.0,0.07245,0.37316,0.0,0.0,0.0,0.42465,0.0,0.85965,0.0,0.0
0.12096,0.01065,0.00923,0.86952,0.0004,3.40159,0.80117,6.62322,0.53465,1.23421,0.01205,0.59082,0.41699,0.0,0.08378,0.36538,0.0,0.0,0.0,0.34106,0.0,0.99211,0.0,0.0
0.48156,0.01061,0.01566,0.76496,0.0003,2.9977,0.52121,6.1752,0.41879,2.00094,0.01026,0.47535,0.40401,0.0,0.07134,0.37808,0.0,0.0,0.0,0.61766,0.0,0.88523,0.0,0.0
0.07989,0.0122,0.01226,0.78674,0.0003,2.9977,0.72726,4.44216,0.37765,1.80281,0.01088,0.60571,0.33279,0.0,0.07259,0.38225,0.0,0.0,0.0,0.42606,0.0,0.86105,0.0,0.0
0.37187,0.01245,0.01169,0.76305,0.00027,2.4258,0.54621,6.36697,0.3662,1.56073,0.01067,0.58364,0.38706,0.0,0.06714,0.4391,0.0,0.0,0.0,0.40237,0.0,0.81239,0.0,0.0
0.24996,0.01351,0.01169,0.79437,0.0003,3.06553,0.76597,5.03313,0.3662,1.35581,0.01107,0.5183,0.47691,0.0,0.07268,0.33355,0.0,0.0,0.0,0.37832,0.0,0.90828,0.0,0.0
0.16093,0.01026,0.01331,0.84286,0.00039,2.2009,0.58292,7.45157,0.51853,1.35229,0.01331,0.59279,0.35321,0.0,0.0996,0.35658,0.0,0.0,0.0,0.39087,0.0,0.89948,0.0,0.0
0.14002,0.00932,0.00914,0.86952,0.0004,3.05054,0.80117,6.55641,0.50989,1.17567,0.01284,0.6143,0.40767,0.0,0.09347,0.30661,0.0,0.0,0.0,0.35436,0.0,0.99211,0.0,0.0
0.45132,0.01227,0.01311,0.84286,0.00046,3.45236,0.56616,6.15463,0.67024,1.29391,0.00938,0.55518,0.3732,0.0,0.08702,0.33635,0.0,0.0,0.0,0.5238,0.0,1.0,0.0,0.0
0.4713,0.01127,0.01166,0.82357,0.0004,3.00329,0.7393,7.73994,0.49626,1.33145,0.01283,0.65798,0.43312,0.0,0.08544,0.44525,0.0,0.0,0.0,0.38008,0.0,0.92856,0.0,0.0
0.41576,0.00944,0.00958,0.86526,0.00035,3.10774,0.80117,6.52282,0.53748,1.22453,0.01205,0.66032,0.4014,0.0,0.09156,0.36538,0.0,0.0,0.0,0.35436,0.0,0.99211,0.0,0.0
0.15603,0.01212,0.01169,0.78999,0.00044,3.02487,0.8003,6.21205,0.6246,1.29391,0.01231,0.53967,0.40401,0.0,0.08657,0.38423,0.0,0.0,0.0,0.3922,0.0,0.96307,0.0,0.0
0.21587,0.01212,0.01308,0.84082,0.0004,3.11603,0.50738,6.53301,0.63325,0.98319,0.01274,0.51063,0.48494,0.0,0.08594,0.37913,0.0,0.0,0.0,0.43082,0.0,1.0,0.0,0.0
0.17974,0.01018,0.01128,0.75857,0.0003,2.9977,0.69535,3.58645,0.3662,1.27836,0.01208,0.44127,0.43026,0.0,0.08026,0.43753,0.0,0.0,0.0,0.45461,0.0,0.95196,0.0,0.0
0.33705,0.01278,0.00863,0.8136,0.0003,2.9977,0.69535,5.65068,0.39086,1.56073,0.00711,0.45571,0.44868,0.0,0.07311,0.37808,0.0,0.0,0.0,0.44999,0.0,0.88523,0.0,0.0
0.21101,0.01224,0.01174,0.85009,0.00039,3.11603,0.72535,6.47072,0.60768,1.34747,0.01231,0.59506,0.40401,0.0,0.08617,0.37716,0.0,0.0,0.0,0.43853,0.0,0.93858,0.0,0.0
0.45857,0.01194,0.01215,0.78771,0.00029,2.86317,0.6957,5.01469,0.3662,1.49466,0.01103,0.5387,0.39656,0.0,0.072,0.37808,0.0,0.0,0.0,0.41655,0.0,0.9292,0.0,0.0
0.11965,0.00949,0.01256,0.84286,0.00038,3.59543,0.76775,8.3446,0.75872,1.16645,0.01333,0.67266,0.39282,0.0,0.09429,0.34242,0.0,0.0,0.0,0.4616,0.0,0.85228,0.0,0.0
0.48848,0.01074,0.00948,0.85379,0.0004,3.55109,0.79808,6.76194,0.59409,1.29997,0.01196,0.64683,0.38065,0.0,0.08324,0.38393,0.0,0.0,0.0,0.3207,0.0,1.0,0.0,0.0
0.08884,0.01352,0.01214,0.88111,0.00044,3.11603,0.69535,8.44075,0.59504,1.25174,0.01181,0.44714,0.45764,0.0,0.08594,0.28289,0.0,0.0,0.0,0.42467,0.0,0.92534,0.0,0.0
0.39213,0.01212,0.01083,0.762,0.0003,2.86289,0.74197,6.19703,0.32861,1.6224,0.0088,0.46995,0.40401,0.0,0.07311,0.4398,0.0,0.0,0.0,0.40252,0.0,0.88523,0.0,0.0
0.44002,0.01089,0.00951,0.85406,0.00042,3.39682,0.73335,6.09195,0.40117,1.11999,0.01237,0.78683,0.40271,0.0,0.09865,0.42894,0.0,0.0,0.0,0.3265,0.0,0.67214,0.0,0.0
0.33796,0.01318,0.01256,0.79135,0.0003,3.03593,0.80327,5.44671,0.3662,1.4937,0.011,0.4545,0.42554,0.0,0.07412,0.4149,0.0,0.0,0.0,0.42399,0.0,0.88523,0.0,0.0
0.38536,0.01217,0.01186,0.84286,0.0004,3.14036,0.69535,6.51217,0.59426,1.29266,0.01232,0.61274,0.40401,0.0,0.08607,0.37902,0.0,0.0,0.0,0.43225,0.0,0.93653,0.0,0.0
0.43906,0.01022,0.00928,0.87978,0.0004,4.21091,0.80117,6.55782,0.51001,1.01548,0.01298,0.61958,0.45292,0.0,0.08594,0.36082,0.0,0.0,0.0,0.40021,0.0,0.89392,0.0,0.0
0.38138,0.0105,0.0093,0.86547,0.00038,3.25463,0.87233,6.84826,0.45814,1.4957,0.01406,0.76028,0.42356,0.0,0.06645,0.3837,0.0,0.0,0.0,0.32364,0.0,0.85059,0.0,0.0
0.22845,0.01089,0.00858,0.89272,0.00037,3.54172,0.80117,7.53393,0.50057,1.34823,0.01143,0.53962,0.36755,0.0,0.08942,0.45436,0.0,0.0,0.0,0.36786,0.0,0.93951,0.0,0.0
0.12765,0.01103,0.01239,0.85742,0.00031,3.73541,0.80406,5.30764,0.50479,1.29997,0.01205,0.73082,0.41223,0.0,0.09147,0.34533,0.0,0.0,0.0,0.31023,0.0,1.0,0.0,0.0
0.39832,0.01212,0.01169,0.86408,0.00034,3.11603,0.60251,6.53301,0.52745,1.21689,0.00889,0.59773,0.40401,0.0,0.07358,0.39708,0.0,0.0,0.0,0.42807,0.0,0.8395,0.0,0.0
0.42575,0.01139,0.00956,0.86952,0.00037,3.76901,0.70732,6.63974,0.53353,1.24731,0.00909,0.6431,0.50302,0.0,0.08155,0.5498,0.0,0.0,0.0,0.38042,0.0,0.99211,0.0,0.0
0.28385,0.0105,0.00984,0.86952,0.00038,3.14434,0.84536,7.90419,0.53283,1.25588,0.01205,0.58003,0.38757,0.0,0.09605,0.33391,0.0,0.0,0.0,0.3334,0.0,0.99211,0.0,0.0
0.32758,0.01208,0.01169,0.7874,0.0003,3.03783,0.69869,5.01544,0.3662,1.56073,0.01074,0.5392,0.4041,0.0,0.07311,0.3583,0.0,0.0,0.0,0.43954,0.0,0.87217,0.0,0.0
0.4446,0.01212,0.01184,0.79198,0.00029,3.05204,0.69382,5.03313,0.3662,1.57246,0.01065,0.53327,0.39484,0.0,0.07295,0.37808,0.0,0.0,0.0,0.42604,0.0,0.88523,0.0,0.0
0.43834,0.01127,0.00877,0.86952,0.00039,3.32828,0.80519,6.84826,0.54208,1.28697,0.01178,0.62906,0.42208,0.0,0.07731,0.343,0.0,0.0,0.0,0.34649,0.0,1.0,0.0,0.0
0.34735,0.00996,0.00948,0.85406,0.00042,3.80085,0.49912,6.74542,0.68197,1.33034,0.01049,0.47652,0.26622,0.0,0.08324,0.3687,0.0,0.0,0.0,0.36078,0.0,1.0,0.0,0.0
0.32636,0.01061,0.01258,0.88552,0.0004,3.28572,0.78357,5.94113,0.59504,1.3055,0.01458,0.6092,0.33097,0.0,0.08249,0.37808,0.0,0.0,0.0,0.55833,0.0,0.99163,0.0,0.0
0.19503,0.0105,0.00781,0.8451,0.0004,2.98201,0.78496,6.84826,0.53944,0.97044,0.01199,0.6143,0.40492,0.0,0.09927,0.38526,0.0,0.0,0.0,0.40114,0.0,0.99211,0.0,0.0
0.05713,0.01248,0.0114,0.8259,0.00038,3.21783,0.69535,6.70406,0.58938,1.26064,0.01273,0.6143,0.39226,0.0,0.08594,0.37142,0.0,0.0,0.0,0.40332,0.0,0.91485,0.0,0.0
0.45889,0.01226,0.00795,0.83482,0.00029,3.04706,0.69535,4.72806,0.3733,1.61759,0.01119,0.74514,0.36567,0.0,0.07904,0.23577,0.0,0.0,0.0,0.42291,0.0,0.78603,0.0,0.0
0.07076,0.01227,0.01172,0.84286,0.0004,3.12017,0.636,6.53301,0.64872,1.39409,0.01293,0.64139,0.3633,0.0,0.0897,0.37808,0.0,0.0,0.0,0.46291,0.0,0.92901,0.0,0.0
0.2597,0.01212,0.01214,0.82179,0.00031,3.1357,0.70649,5.03313,0.37031,1.54253,0.011,0.5355,0.40468,0.0,0.06692,0.38676,0.0,0.0,0.0,0.43225,0.0,0.86344,0.0,0.0
0.29642,0.01166,0.01169,0.86626,0.0004,3.39852,0.70961,6.89915,0.5926,1.27536,0.01275,0.5958,0.40401,0.0,0.08594,0.43263,0.0,0.0,0.0,0.44104,0.0,0.93677,0.0,0.0
0.33209,0.01177,0.01157,0.78674,0.0003,3.10122,0.73153,5.39919,0.3662,1.51729,0.01067,0.50503,0.38692,0.0,0.07364,0.38334,0.0,0.0,0.0,0.40353,0.0,0.88523,0.0,0.0
0.25327,0.01269,0.01163,0.7863,0.00031,3.08337,0.69535,4.60258,0.35106,1.57443,0.01039,0.55931,0.4392,0.0,0.07427,0.36996,0.0,0.0,0.0,0.41105,0.0,0.90063,0.0,0.0
0.1769,0.01077,0.00939,0.85233,0.00043,3.4613,0.81072,6.44969,0.53944,1.29121,0.01173,0.66676,0.38667,0.0,0.08292,0.3815,0.0,0.0,0.0,0.36235,0.0,0.944,0.0,0.0
0.3951,0.01181,0.01169,0.78674,0.00029,2.92854,0.69472,5.19032,0.3721,1.55084,0.01136,0.55826,0.40984,0.0,0.07066,0.40651,0.0,0.0,0.0,0.46622,0.0,0.88523,0.0,0.0
