                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 5.9903,                 6.6613,                 4.2346,                      0,                      0,                      0,                      0,                 6.2315,                 5.4963,                 4.1593,                      0,                      0,                      0
                      2,                 5.9923,                 7.0066,                 4.2808,                      0,                      0,                      0,                      0,                 6.2315,                 5.4963,                 4.1597,              1.656e-05,              1.656e-05,              1.656e-05
                      3,                 5.9019,                 6.9695,                 4.2373,                      0,                      0,                      0,                      0,                 6.2316,                 5.4958,                   4.16,               3.29e-05,               3.29e-05,               3.29e-05
                      4,                 6.0486,                 7.1478,                  4.264,                      0,                      0,                      0,                      0,                 6.2316,                 5.4939,                 4.1608,              4.902e-05,              4.902e-05,              4.902e-05
                      5,                 5.9817,                 6.9805,                 4.2436,                      0,                      0,                      0,                      0,                 6.2316,                 5.4939,                 4.1613,              6.492e-05,              6.492e-05,              6.492e-05
                      6,                 6.2893,                 8.4519,                 4.2832,                      0,                      0,                      0,                      0,                 6.2316,                 5.4941,                 4.1617,             8.0599e-05,             8.0599e-05,             8.0599e-05
                      7,                 6.0467,                 7.2674,                 4.2421,                      0,                      0,                      0,                      0,                 6.2316,                  5.494,                 4.1623,             9.6059e-05,             9.6059e-05,             9.6059e-05
                      8,                 6.1532,                 7.4769,                 4.2512,                      0,                      0,                      0,                      0,                 6.2317,                 5.4931,                 4.1625,              0.0001113,              0.0001113,              0.0001113
                      9,                 5.9959,                 6.8273,                  4.271,                      0,                      0,                      0,                      0,                 6.2321,                 5.4945,                 4.1633,             0.00012632,             0.00012632,             0.00012632
                     10,                 6.1125,                 7.1574,                  4.297,                      0,                      0,                      0,                      0,                  6.232,                 5.4953,                 4.1636,             0.00014112,             0.00014112,             0.00014112
                     11,                 6.1336,                 6.9148,                 4.2427,                      0,                      0,                      0,                      0,                 6.2323,                 5.4974,                 4.1637,              0.0001557,              0.0001557,              0.0001557
                     12,                 6.1711,                 7.2786,                  4.184,                      0,                      0,                      0,                      0,                 6.2338,                  5.496,                 4.1639,             0.00017006,             0.00017006,             0.00017006
                     13,                 5.7117,                 6.6293,                 4.2077,                      0,                      0,                      0,                      0,                 6.2352,                 5.5052,                 4.1644,              0.0001842,              0.0001842,              0.0001842
                     14,                   5.97,                 6.6661,                 4.1639,                      0,                      0,                      0,                      0,                 6.2357,                 5.5058,                 4.1657,             0.00019812,             0.00019812,             0.00019812
                     15,                  6.012,                 6.6344,                 4.1411,                      0,                      0,                      0,                      0,                 6.2356,                 5.5064,                 4.1664,             0.00021182,             0.00021182,             0.00021182
                     16,                 5.5807,                 5.9986,                 4.1109,                      0,                      0,                      0,                      0,                 6.2366,                  5.512,                 4.1676,              0.0002253,              0.0002253,              0.0002253
                     17,                 5.8646,                 6.0321,                 4.0603,                      0,                      0,                      0,                      0,                 6.2375,                 5.5201,                 4.1687,             0.00023855,             0.00023855,             0.00023855
                     18,                  5.753,                 5.9594,                 3.9907,                      0,                      0,                      0,                      0,                 6.2379,                  5.522,                 4.1704,             0.00025159,             0.00025159,             0.00025159
                     19,                 5.5059,                 5.6983,                  3.955,                      0,                      0,                      0,                      0,                 6.2381,                 5.5256,                 4.1725,             0.00026441,             0.00026441,             0.00026441
                     20,                 5.5313,                 5.1673,                 3.8811,                      0,                      0,                      0,                      0,                 6.2404,                 5.5396,                 4.1746,             0.00027701,             0.00027701,             0.00027701
                     21,                 5.3598,                 5.0103,                 3.8351,                      0,                      0,                      0,                      0,                 6.2409,                 5.5447,                  4.177,             0.00028939,             0.00028939,             0.00028939
                     22,                 5.1922,                 5.1066,                 3.8042,                      0,                      0,                      0,                      0,                 6.2427,                 5.5545,                 4.1806,             0.00030155,             0.00030155,             0.00030155
                     23,                 4.9383,                 5.0776,                 3.7805,                      0,                      0,                      0,                      0,                 6.2454,                 5.5665,                 4.1851,             0.00031349,             0.00031349,             0.00031349
                     24,                 4.6522,                 4.6234,                 3.7816,                      0,                      0,                      0,                      0,                 6.2457,                 5.5699,                 4.1876,             0.00032521,             0.00032521,             0.00032521
                     25,                 5.0151,                 4.6155,                 3.7525,                      0,                      0,                      0,                      0,                 6.2491,                 5.5853,                 4.1932,             0.00033671,             0.00033671,             0.00033671
                     26,                 4.8126,                 4.6577,                 3.6894,                      0,                      0,                      0,                      0,                 6.2518,                 5.6008,                 4.2005,             0.00034799,             0.00034799,             0.00034799
                     27,                 4.7057,                 4.3563,                 3.6197,                      0,                      0,                      0,                      0,                 6.2567,                 5.6226,                 4.2082,             0.00035905,             0.00035905,             0.00035905
                     28,                 4.5691,                 4.0386,                 3.6096,                      0,                      0,                      0,                      0,                 6.2604,                 5.6411,                 4.2161,             0.00036988,             0.00036988,             0.00036988
                     29,                 4.4701,                 4.0322,                 3.5404,                      0,                      0,                      0,                      0,                 6.2628,                  5.653,                 4.2248,              0.0003805,              0.0003805,              0.0003805
                     30,                 4.5618,                 4.0844,                 3.5243,                      0,                      0,                      0,                      0,                 6.2678,                 5.6512,                 4.2333,              0.0003909,              0.0003909,              0.0003909
                     31,                 4.3688,                 4.0259,                 3.4878,                      0,                      0,                      0,                      0,                 6.2737,                 5.6463,                 4.2415,             0.00040108,             0.00040108,             0.00040108
                     32,                  4.404,                 3.8075,                 3.3916,                      0,                      0,                      0,                      0,                  6.275,                 5.6276,                 4.2506,             0.00041104,             0.00041104,             0.00041104
                     33,                 4.2686,                 3.7367,                  3.431,                      0,                      0,                      0,                      0,                 6.2806,                 5.6355,                 4.2607,             0.00042078,             0.00042078,             0.00042078
                     34,                 4.2673,                 3.6473,                 3.3313,                      0,                      0,                      0,                      0,                 6.2873,                  5.659,                 4.2738,              0.0004303,              0.0004303,              0.0004303
                     35,                 4.1536,                 3.5406,                 3.2925,                      0,                      0,                      0,                      0,                 6.2958,                 5.6949,                 4.2907,             0.00043959,             0.00043959,             0.00043959
                     36,                 4.2999,                 3.6566,                 3.1928,                      0,                      0,                      0,                      0,                 6.3039,                 5.7316,                 4.3102,             0.00044867,             0.00044867,             0.00044867
                     37,                 4.2012,                 3.3469,                 3.1112,                      0,                      0,                      0,                      0,                  6.312,                 5.5686,                 4.3294,             0.00045753,             0.00045753,             0.00045753
                     38,                 4.0818,                 3.5407,                 3.1437,                      0,                      0,                      0,                      0,                 6.3203,                 5.5555,                 4.3503,             0.00046617,             0.00046617,             0.00046617
                     39,                 4.0901,                 3.5101,                 3.1105,                      0,                      0,                      0,                      0,                 6.3286,                 5.5449,                 4.3699,             0.00047459,             0.00047459,             0.00047459
                     40,                 4.1002,                  3.332,                 3.0269,                      0,                      0,                      0,                      0,                 6.3359,                 5.4091,                 4.3878,             0.00048279,             0.00048279,             0.00048279
                     41,                 4.0826,                 3.5327,                 3.0288,                      0,                      0,                      0,                      0,                  6.341,                 5.3831,                 4.4031,             0.00049076,             0.00049076,             0.00049076
                     42,                 4.0911,                 3.4176,                 2.8915,                      0,                      0,                      0,                      0,                 6.3468,                 5.3464,                 4.4159,             0.00049852,             0.00049852,             0.00049852
                     43,                 4.0661,                 3.4657,                 2.9145,                      0,                      0,                      0,                      0,                 6.3513,                 5.3559,                 4.4273,             0.00050606,             0.00050606,             0.00050606
                     44,                 4.0126,                 3.3081,                 2.8881,                      0,                      0,                      0,                      0,                 6.3552,                   5.37,                 4.4391,             0.00051338,             0.00051338,             0.00051338
                     45,                 3.9706,                 3.2913,                 2.8409,                      0,                      0,                      0,                      0,                 6.3606,                 5.3988,                 4.4543,             0.00052048,             0.00052048,             0.00052048
                     46,                 4.0517,                 3.2262,                 2.7329,                      0,                      0,                      0,                      0,                 6.3649,                 5.3823,                 4.4679,             0.00052736,             0.00052736,             0.00052736
                     47,                   3.96,                 3.1662,                 2.7382,                      0,                      0,                      0,                      0,                 6.3715,                 5.3867,                 4.4874,             0.00053401,             0.00053401,             0.00053401
                     48,                 3.9207,                 3.1663,                 2.6956,                      0,                      0,                      0,                      0,                 6.3775,                 5.3868,                  4.504,             0.00054045,             0.00054045,             0.00054045
                     49,                 3.8363,                 3.1502,                 2.6195,                      0,                      0,                      0,                      0,                 6.3812,                 5.4045,                 4.5211,             0.00054667,             0.00054667,             0.00054667
                     50,                 3.8434,                 3.0909,                 2.5998,                      0,                      0,                      0,                      0,                  6.388,                  5.429,                 4.5397,             0.00055267,             0.00055267,             0.00055267
                     51,                 3.8031,                 3.1851,                 2.5204,                      0,                      0,                      0,                      0,                 6.3948,                 5.4541,                 4.5629,             0.00055845,             0.00055845,             0.00055845
                     52,                 3.8806,                 2.9852,                  2.529,                      0,                      0,                      0,                      0,                 6.3997,                 5.4858,                 4.5777,               0.000564,               0.000564,               0.000564
                     53,                 3.7417,                 2.9345,                 2.4644,                      0,                      0,                      0,                      0,                 6.4046,                 5.4937,                 4.5961,             0.00056934,             0.00056934,             0.00056934
                     54,                 3.7596,                 2.9217,                 2.4468,                      0,                      0,                      0,                      0,                 6.4134,                 5.5209,                 4.6218,             0.00057446,             0.00057446,             0.00057446
                     55,                  3.772,                 2.9739,                 2.4646,                      0,                      0,                      0,                      0,                 6.4191,                 5.5493,                 4.6443,             0.00057936,             0.00057936,             0.00057936
                     56,                 3.7753,                 2.9257,                 2.3397,                      0,                      0,                      0,                      0,                 6.4257,                 5.5711,                 4.6633,             0.00058403,             0.00058403,             0.00058403
                     57,                  3.615,                  2.807,                  2.406,                      0,                      0,                      0,                      0,                  6.429,                 5.6091,                 4.6748,             0.00058849,             0.00058849,             0.00058849
                     58,                  3.635,                 2.8057,                 2.3723,                      0,                      0,                      0,                      0,                 6.4352,                 5.6647,                  4.697,             0.00059273,             0.00059273,             0.00059273
                     59,                 3.6276,                 2.7269,                 2.2709,                      0,                      0,                      0,                      0,                 6.4415,                 5.7168,                 4.7191,             0.00059675,             0.00059675,             0.00059675
                     60,                 3.5488,                 2.6599,                 2.2118,                      0,                      0,                      0,                      0,                 6.4426,                  5.741,                 4.7303,             0.00060054,             0.00060054,             0.00060054
                     61,                 3.5705,                 2.7743,                 2.2256,                      0,                      0,                      0,                      0,                 6.4505,                 5.7659,                 4.7583,             0.00060412,             0.00060412,             0.00060412
                     62,                 3.5396,                 2.6761,                 2.2568,                      0,                      0,                      0,                      0,                 6.4583,                 5.8073,                 4.7914,             0.00060748,             0.00060748,             0.00060748
                     63,                 3.5279,                 2.6357,                 2.1497,                      0,                      0,                      0,                      0,                 6.4623,                 5.8251,                 4.8104,             0.00061062,             0.00061062,             0.00061062
                     64,                 3.5139,                 2.6685,                  2.219,                      0,                      0,                      0,                      0,                 6.4698,                 5.8439,                 4.8385,             0.00061353,             0.00061353,             0.00061353
                     65,                 3.4508,                 2.5759,                 2.2247,                      0,                      0,                      0,                      0,                 6.4743,                  5.862,                 4.8528,             0.00061623,             0.00061623,             0.00061623
                     66,                 3.4114,                 2.6354,                 2.2087,                      0,                      0,                      0,                      0,                 6.4757,                 5.8613,                 4.8539,             0.00061871,             0.00061871,             0.00061871
                     67,                 3.3874,                   2.52,                 2.1067,                      0,                      0,                      0,                      0,                 6.4786,                 5.8751,                 4.8623,             0.00062096,             0.00062096,             0.00062096
                     68,                 3.4464,                  2.601,                 2.0997,                      0,                      0,                      0,                      0,                 6.4837,                 5.9375,                 4.8827,               0.000623,               0.000623,               0.000623
                     69,                 3.3996,                 2.5108,                 2.1051,                      0,                      0,                      0,                      0,                 6.4825,                 5.9776,                 4.8818,             0.00062482,             0.00062482,             0.00062482
                     70,                  3.314,                 2.4956,                 2.0328,                      0,                      0,                      0,                      0,                 6.4866,                  6.044,                 4.9065,             0.00062642,             0.00062642,             0.00062642
                     71,                 3.3612,                 2.5705,                  2.074,                      0,                      0,                      0,                      0,                 6.4937,                 6.1184,                 4.9465,             0.00062779,             0.00062779,             0.00062779
                     72,                 3.3509,                 2.4995,                 2.0324,                      0,                      0,                      0,                      0,                 6.4927,                  6.106,                 4.9481,             0.00062895,             0.00062895,             0.00062895
                     73,                 3.2999,                 2.4635,                 1.9902,                      0,                      0,                      0,                      0,                   6.49,                 6.0914,                  4.936,             0.00062989,             0.00062989,             0.00062989
                     74,                  3.339,                  2.495,                 2.0068,                      0,                      0,                      0,                      0,                 6.4819,                 6.0728,                  4.901,              0.0006306,              0.0006306,              0.0006306
