                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 5.9068,                 7.0408,                 4.2445,                      0,                      0,                      0,                      0,                 6.2315,                 5.4963,                 4.1599,              1.667e-05,              1.667e-05,              1.667e-05
                      2,                 6.1406,                 7.0197,                 4.2387,                      0,                      0,                      0,                      0,                 6.2316,                 5.4939,                 4.1609,             4.9515e-05,             4.9515e-05,             4.9515e-05
                      3,                 6.0697,                 6.6893,                 4.2746,                      0,                      0,                      0,                      0,                 6.2316,                 5.4939,                 4.1617,               8.17e-05,               8.17e-05,               8.17e-05
                      4,                 5.7064,                 6.7699,                 4.2563,                      0,                      0,                      0,                      0,                 6.2315,                 5.4943,                 4.1628,             0.00011322,             0.00011322,             0.00011322
                      5,                 6.0438,                 7.7374,                 4.2512,                      0,                      0,                      0,                      0,                 6.2325,                  5.499,                 4.1638,             0.00014409,             0.00014409,             0.00014409
                      6,                 5.9844,                 6.5736,                 4.2107,                      0,                      0,                      0,                      0,                  6.232,                 5.4953,                 4.1637,             0.00017429,             0.00017429,             0.00017429
                      7,                 6.0006,                 6.7739,                 4.1938,                      0,                      0,                      0,                      0,                 6.2358,                  5.505,                 4.1652,             0.00020384,             0.00020384,             0.00020384
                      8,                 5.7379,                 6.4188,                 4.1702,                      0,                      0,                      0,                      0,                 6.2355,                 5.5103,                 4.1662,             0.00023272,             0.00023272,             0.00023272
                      9,                 5.7991,                 6.1789,                 4.0384,                      0,                      0,                      0,                      0,                 6.2362,                  5.519,                 4.1678,             0.00026095,             0.00026095,             0.00026095
                     10,                 5.4793,                 5.3106,                 3.9861,                      0,                      0,                      0,                      0,                  6.238,                 5.5283,                 4.1719,             0.00028851,             0.00028851,             0.00028851
                     11,                  5.245,                 5.2051,                 3.8846,                      0,                      0,                      0,                      0,                 6.2403,                 5.5472,                 4.1766,             0.00031541,             0.00031541,             0.00031541
                     12,                 5.1261,                 4.7197,                 3.8314,                      0,                      0,                      0,                      0,                 6.2448,                 5.5767,                 4.1861,             0.00034166,             0.00034166,             0.00034166
                     13,                 4.9138,                 4.4547,                 3.7001,                      0,                      0,                      0,                      0,                 6.2512,                 5.6138,                 4.1991,             0.00036724,             0.00036724,             0.00036724
                     14,                 4.7643,                 4.2749,                 3.5855,                      0,                      0,                      0,                      0,                 6.2597,                  5.649,                 4.2161,             0.00039216,             0.00039216,             0.00039216
                     15,                 4.4397,                  3.992,                 3.5212,                      0,                      0,                      0,                      0,                 6.2684,                 5.6664,                  4.235,             0.00041643,             0.00041643,             0.00041643
                     16,                 4.4668,                 4.0123,                 3.4602,                      0,                      0,                      0,                      0,                 6.2791,                  5.644,                 4.2547,             0.00044003,             0.00044003,             0.00044003
                     17,                 4.3231,                 3.7603,                 3.3508,                      0,                      0,                      0,                      0,                 6.2907,                 5.6839,                 4.2788,             0.00046297,             0.00046297,             0.00046297
                     18,                  4.401,                 3.7866,                 3.1947,                      0,                      0,                      0,                      0,                 6.3051,                 5.7512,                 4.3117,             0.00048526,             0.00048526,             0.00048526
                     19,                 4.1671,                 3.6643,                 3.2103,                      0,                      0,                      0,                      0,                 6.3204,                 5.7863,                 4.3505,             0.00050688,             0.00050688,             0.00050688
                     20,                 4.1355,                  3.463,                 3.0665,                      0,                      0,                      0,                      0,                  6.335,                 5.6548,                 4.3902,             0.00052784,             0.00052784,             0.00052784
                     21,                 4.1135,                 3.4006,                 2.9702,                      0,                      0,                      0,                      0,                 6.3489,                  5.665,                 4.4245,             0.00054814,             0.00054814,             0.00054814
                     22,                 4.0792,                 3.5573,                 2.8805,                      0,                      0,                      0,                      0,                 6.3623,                  5.482,                 4.4636,             0.00056779,             0.00056779,             0.00056779
                     23,                 3.9653,                 3.3418,                 2.8143,                      0,                      0,                      0,                      0,                 6.3787,                 5.4872,                  4.506,             0.00058677,             0.00058677,             0.00058677
                     24,                 3.9892,                 3.3244,                 2.6444,                      0,                      0,                      0,                      0,                 6.3921,                 5.5719,                 4.5443,             0.00060509,             0.00060509,             0.00060509
                     25,                 4.0101,                 3.2726,                 2.5731,                      0,                      0,                      0,                      0,                 6.3957,                  5.579,                  4.556,             0.00062275,             0.00062275,             0.00062275
                     26,                 3.8833,                 3.1107,                 2.5332,                      0,                      0,                      0,                      0,                  6.388,                 5.5715,                  4.539,             0.00063975,             0.00063975,             0.00063975
                     27,                 3.7658,                 3.1496,                   2.43,                      0,                      0,                      0,                      0,                 6.3941,                 5.5459,                  4.556,             0.00065609,             0.00065609,             0.00065609
                     28,                 3.7435,                 3.0468,                 2.3298,                      0,                      0,                      0,                      0,                 6.4128,                 5.5141,                 4.6154,             0.00067178,             0.00067178,             0.00067178
