                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.2324,                 3.9419,                 1.0898,                0.00789,                0.52273,                0.00835,                0.00227,                 3.0449,                 4.6989,                 1.0229,                0.00028,                0.00028,                0.00028
                      2,                 3.1301,                 2.7083,                0.99352,                0.00963,                0.58182,                0.00861,                0.00279,                 2.8541,                 5.0899,                0.98468,             0.00057713,             0.00057713,             0.00057713
                      3,                 3.1147,                 2.1394,                0.93249,                0.01125,                0.59545,                0.01501,                0.00533,                 2.3459,                 4.4067,                0.96807,             0.00087129,             0.00087129,             0.00087129
                      4,                 2.9075,                 2.0493,                0.95094,                0.01041,                0.63636,                0.14644,                0.04406,                 2.7449,                 3.8813,                 1.0026,              0.0011625,              0.0011625,              0.0011625
                      5,                 2.7501,                 2.0427,                0.90592,                0.54899,                0.13835,                0.25275,                0.08074,                  2.532,                 3.1515,                0.98771,              0.0014507,              0.0014507,              0.0014507
                      6,                 2.6751,                 1.6706,                0.93227,                0.40515,                0.37273,                0.26023,                0.08049,                 2.4643,                 2.6805,                0.96647,              0.0017359,              0.0017359,              0.0017359
                      7,                 2.6181,                 1.6703,                0.94366,                0.55242,                0.21364,                0.32338,                0.09682,                 2.5733,                 2.8394,                 1.0033,              0.0019406,              0.0019406,              0.0019406
                      8,                  2.704,                 1.6783,                 0.9515,                0.29959,                0.41997,                0.21532,                0.06737,                 2.6789,                 2.8354,                0.97524,              0.0019406,              0.0019406,              0.0019406
                      9,                 2.6071,                 1.6293,                0.94099,                0.42202,                0.49545,                0.38698,                0.10441,                 2.6568,                 2.4388,                0.98781,              0.0019307,              0.0019307,              0.0019307
                     10,                 2.6968,                 1.5111,                0.93871,                0.55374,                0.44545,                0.40091,                0.13115,                 2.4527,                 2.2357,                0.95096,              0.0019208,              0.0019208,              0.0019208
                     11,                 2.6977,                 1.5245,                0.90598,                0.47437,                0.48182,                0.35702,                0.11469,                 2.4609,                 1.8259,                0.95287,              0.0019109,              0.0019109,              0.0019109
                     12,                 2.6131,                 1.4652,                0.91141,                0.64532,                0.49621,                0.51802,                0.16526,                 2.3133,                 1.9014,                0.93022,               0.001901,               0.001901,               0.001901
                     13,                   2.52,                 1.4625,                0.85609,                0.60713,                0.49171,                0.46218,                 0.1434,                 2.5413,                 1.9369,                0.97028,              0.0018911,              0.0018911,              0.0018911
                     14,                  2.619,                  1.354,                0.91711,                0.58386,                0.54545,                0.53065,                0.17176,                  2.257,                 2.3034,                0.93328,              0.0018812,              0.0018812,              0.0018812
                     15,                 2.4994,                 1.3182,                0.92072,                0.59324,                0.47727,                0.50018,                0.17621,                 2.3967,                 1.6087,                0.92893,              0.0018713,              0.0018713,              0.0018713
                     16,                 2.5295,                 1.2673,                0.91202,                0.59491,                0.47727,                0.46149,                0.15828,                 2.2641,                 1.3429,                0.91521,              0.0018614,              0.0018614,              0.0018614
                     17,                 2.6183,                 1.3325,                0.88802,                    0.6,                0.55227,                0.53528,                0.17322,                 2.4451,                 1.5919,                0.93089,              0.0018515,              0.0018515,              0.0018515
                     18,                 2.5732,                 1.3115,                0.89973,                0.52681,                0.52727,                0.46424,                0.13546,                 2.3886,                 1.7424,                0.93557,              0.0018416,              0.0018416,              0.0018416
                     19,                  2.534,                 1.5132,                0.90741,                0.58541,                0.54545,                0.51026,                0.16674,                  2.384,                 1.5568,                0.94285,              0.0018317,              0.0018317,              0.0018317
                     20,                 2.5797,                 1.3402,                0.89792,                0.53233,                0.53182,                0.49046,                0.16745,                  2.551,                 1.5241,                0.95436,              0.0018218,              0.0018218,              0.0018218
                     21,                 2.4869,                  1.237,                 0.9091,                0.55253,                0.51637,                0.50675,                 0.1831,                 2.3019,                 1.5678,                0.92901,              0.0018119,              0.0018119,              0.0018119
                     22,                 2.3984,                 1.1772,                 0.8857,                0.67919,                0.54091,                0.57747,                0.21246,                 2.2458,                 1.4668,                0.92754,               0.001802,               0.001802,               0.001802
                     23,                 2.5594,                  1.211,                0.88754,                0.66698,                   0.55,                0.56906,                0.19982,                 2.1769,                 1.2746,                0.91636,              0.0017921,              0.0017921,              0.0017921
                     24,                 2.4878,                  1.205,                0.89805,                0.57157,                0.50455,                0.46044,                0.13794,                 2.6726,                  1.535,                0.96757,              0.0017822,              0.0017822,              0.0017822
                     25,                 2.4828,                 1.2024,                0.91093,                0.55511,                0.49091,                0.47027,                0.15014,                 2.3414,                 1.6296,                0.93197,              0.0017723,              0.0017723,              0.0017723
                     26,                 2.3383,                 1.2101,                0.85276,                0.63034,                0.57357,                0.55073,                0.17349,                 2.3528,                 1.3943,                0.93152,              0.0017624,              0.0017624,              0.0017624
                     27,                 2.4233,                 1.1471,                0.90948,                0.63407,                0.52273,                0.53148,                0.18291,                 2.1734,                 1.3022,                0.90331,              0.0017525,              0.0017525,              0.0017525
                     28,                 2.3821,                 1.1695,                0.89756,                0.68725,                0.57933,                 0.5945,                 0.2023,                 2.1238,                 1.2652,                0.93123,              0.0017426,              0.0017426,              0.0017426
                     29,                  2.434,                 1.2146,                0.87922,                0.66283,                0.53615,                0.56847,                0.19468,                 2.3158,                   1.19,                0.92436,              0.0017327,              0.0017327,              0.0017327
                     30,                 2.4318,                 1.0937,                0.89996,                0.70796,                0.59545,                0.62815,                0.23178,                 2.1972,                 1.1183,                0.91029,              0.0017228,              0.0017228,              0.0017228
                     31,                 2.4676,                 1.1148,                0.88665,                 0.6633,                0.55909,                0.53243,                0.18557,                 2.1458,                 1.3172,                0.91312,              0.0017129,              0.0017129,              0.0017129
                     32,                 2.3771,                 1.0831,                0.88618,                0.75536,                0.59545,                0.64327,                0.23442,                 1.9941,                 1.0938,                0.90962,               0.001703,               0.001703,               0.001703
