                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.6509,                  4.455,                 1.0436,                0.00174,                 0.1087,                0.00123,                0.00052,                 2.3397,                 4.2315,                0.94444,              1.667e-05,              1.667e-05,              1.667e-05
                      2,                 2.6475,                  4.466,                 1.0683,                0.00168,                0.10217,                0.00117,                0.00051,                 2.3395,                  4.232,                0.94599,              4.902e-05,              4.902e-05,              4.902e-05
                      3,                 2.5807,                  4.459,                 1.0586,                0.00162,                0.09565,                0.00113,                0.00051,                 2.3359,                 4.2301,                0.94848,             8.0051e-05,             8.0051e-05,             8.0051e-05
                      4,                  2.567,                 4.5104,                 1.0494,                0.00311,                0.17826,                0.00306,                0.00124,                 2.3701,                 4.1496,                0.88619,             0.00010976,             0.00010976,             0.00010976
                      5,                 2.4518,                 4.1298,                0.92569,                0.00482,                0.26522,                 0.0115,                0.00349,                 2.5032,                 4.0911,                0.85206,             0.00013815,             0.00013815,             0.00013815
                      6,                 2.3897,                 3.5758,                0.84608,                0.00513,                0.26304,                0.04273,                0.01251,                 2.4624,                 3.9925,                0.84073,             0.00016522,             0.00016522,             0.00016522
                      7,                 2.3324,                 2.9971,                 0.8003,                0.00612,                    0.3,                0.03872,                0.00987,                 2.2806,                  3.839,                0.81252,             0.00019097,             0.00019097,             0.00019097
                      8,                 2.3849,                 2.5884,                0.80807,                0.00604,                0.30435,                0.05763,                0.01387,                 2.1465,                 3.7172,                0.79232,             0.00021541,             0.00021541,             0.00021541
                      9,                  2.116,                 2.1975,                0.78392,                0.00652,                0.30217,                0.07083,                0.01642,                 2.0216,                 3.6703,                0.78633,             0.00023852,             0.00023852,             0.00023852
                     10,                 2.0829,                 2.1153,                0.79454,                0.00622,                0.25217,                0.08427,                0.02114,                 1.9325,                 3.6843,                 0.7826,             0.00026031,             0.00026031,             0.00026031
                     11,                 1.9592,                 2.0562,                0.79228,                0.00647,                0.24783,                0.06607,                0.02012,                  1.908,                 3.6766,                0.78885,             0.00028078,             0.00028078,             0.00028078
